NTASData [id=16594053150, subwayLine=YUS, stationId=OSG1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=0.4961466666666666, timeString=00.50, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053151, subwayLine=YUS, stationId=OSG1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=3.728051111111111, timeString=03.73, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053152, subwayLine=YUS, stationId=OSG1, trainId=193, trainMessage=Arriving, trainDirection=North, timeInt=6.017603333333334, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053153, subwayLine=YUS, stationId=STA1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.3299844444444444, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053154, subwayLine=YUS, stationId=STA1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=4.561888888888889, timeString=04.56, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053155, subwayLine=YUS, stationId=STA1, trainId=193, trainMessage=Arriving, trainDirection=North, timeInt=6.851441111111111, timeString=06.85, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053156, subwayLine=YUS, stationId=UNI1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.2369177777777773, timeString=02.24, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053157, subwayLine=YUS, stationId=UNI1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=5.468822222222222, timeString=05.47, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053158, subwayLine=YUS, stationId=UNI1, trainId=193, trainMessage=Arriving, trainDirection=North, timeInt=7.758374444444444, timeString=07.76, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053159, subwayLine=YUS, stationId=KNG1, trainId=101, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053160, subwayLine=YUS, stationId=KNG1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.031808888888889, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053161, subwayLine=YUS, stationId=KNG1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=6.2637133333333335, timeString=06.26, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053162, subwayLine=YUS, stationId=QUN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.8256533333333334, timeString=00.83, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053163, subwayLine=YUS, stationId=QUN1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.8574622222222223, timeString=03.86, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053164, subwayLine=YUS, stationId=QUN1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=7.089366666666665, timeString=07.09, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053165, subwayLine=YUS, stationId=DUN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.5801866666666666, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053166, subwayLine=YUS, stationId=DUN1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=4.611995555555556, timeString=04.61, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053167, subwayLine=YUS, stationId=DUN1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=7.8439, timeString=07.84, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053168, subwayLine=YUS, stationId=COL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.447044444444445, timeString=02.45, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053169, subwayLine=YUS, stationId=COL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=5.478853333333333, timeString=05.48, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053170, subwayLine=YUS, stationId=COL1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=8.710757777777777, timeString=08.71, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053171, subwayLine=YUS, stationId=WEL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=3.3647022222222223, timeString=03.36, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053172, subwayLine=YUS, stationId=WEL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=6.39651111111111, timeString=06.40, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053173, subwayLine=YUS, stationId=WEL1, trainId=7, trainMessage=Arriving, trainDirection=North, timeInt=9.628415555555556, timeString=09.63, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053174, subwayLine=YUS, stationId=BLO1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053175, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=4.319048888888888, timeString=04.32, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053176, subwayLine=YUS, stationId=BLO1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=7.350857777777778, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053177, subwayLine=YUS, stationId=ROS1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053178, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.647622222222223, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053179, subwayLine=YUS, stationId=ROS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.67943111111111, timeString=08.68, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053180, subwayLine=YUS, stationId=SUM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053181, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=6.67704, timeString=06.68, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053182, subwayLine=YUS, stationId=SUM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=9.708848888888888, timeString=09.71, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053183, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053184, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=8.0852, timeString=08.09, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053185, subwayLine=YUS, stationId=STC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=11.117008888888888, timeString=11.12, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053186, subwayLine=YUS, stationId=DAV1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=1.3230577777777777, timeString=01.32, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053187, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053188, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.117635555555555, timeString=10.12, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053189, subwayLine=YUS, stationId=EGL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=2.9372399999999996, timeString=02.94, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053190, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053191, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=11.731817777777776, timeString=11.73, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053192, subwayLine=YUS, stationId=LAW1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=7.229146666666666, timeString=07.23, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053193, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=11.704675555555555, timeString=11.70, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053194, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=16.023724444444444, timeString=16.02, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053195, subwayLine=YUS, stationId=YKM1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=10.743813333333334, timeString=10.74, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053196, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=15.219342222222224, timeString=15.22, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053197, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=19.538391111111107, timeString=19.54, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053198, subwayLine=YUS, stationId=SHP1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=3.162017777777778, timeString=03.16, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053199, subwayLine=YUS, stationId=SHP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=14.330164444444442, timeString=14.33, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053200, subwayLine=YUS, stationId=SHP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=18.805693333333334, timeString=18.81, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16594053201, subwayLine=YUS, stationId=NYC1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.6232355555555555, timeString=04.62, trainDestination=FIN1, createDate=Sun Sep 17 11:27:58 EDT 2017, systemMessageType=Normal]
