NTASData [id=16592958264, subwayLine=YUS, stationId=ROS2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=0.38382222222222223, timeString=00.38, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958265, subwayLine=YUS, stationId=ROS2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=4.207111111111111, timeString=04.21, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958266, subwayLine=YUS, stationId=ROS2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=8.481955555555556, timeString=08.48, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958267, subwayLine=YUS, stationId=BLO2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=1.711831111111111, timeString=01.71, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958268, subwayLine=YUS, stationId=BLO2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=5.53512, timeString=05.54, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958269, subwayLine=YUS, stationId=BLO2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=9.809964444444445, timeString=09.81, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958270, subwayLine=YUS, stationId=WEL2, trainId=119, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958271, subwayLine=YUS, stationId=WEL2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=2.6661777777777775, timeString=02.67, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958272, subwayLine=YUS, stationId=WEL2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=6.489466666666667, timeString=06.49, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958273, subwayLine=YUS, stationId=COL2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=0.9295111111111111, timeString=00.93, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958274, subwayLine=YUS, stationId=COL2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=3.595688888888889, timeString=03.60, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958275, subwayLine=YUS, stationId=COL2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=7.418977777777778, timeString=07.42, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958276, subwayLine=YUS, stationId=DUN2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=1.7963688888888891, timeString=01.80, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958277, subwayLine=YUS, stationId=DUN2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=4.462546666666666, timeString=04.46, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958278, subwayLine=YUS, stationId=DUN2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=8.285835555555556, timeString=08.29, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958279, subwayLine=YUS, stationId=QUN2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=2.55316, timeString=02.55, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958280, subwayLine=YUS, stationId=QUN2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=5.219337777777778, timeString=05.22, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958281, subwayLine=YUS, stationId=QUN2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=9.042626666666667, timeString=09.04, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958282, subwayLine=YUS, stationId=KNG2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=3.378813333333334, timeString=03.38, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958283, subwayLine=YUS, stationId=KNG2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=6.044991111111111, timeString=06.04, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958284, subwayLine=YUS, stationId=KNG2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=9.86828, timeString=09.87, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958285, subwayLine=YUS, stationId=UNI2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=0.3302, timeString=00.33, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958286, subwayLine=YUS, stationId=UNI2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=4.185840000000001, timeString=04.19, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958287, subwayLine=YUS, stationId=UNI2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=6.852017777777778, timeString=06.85, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958288, subwayLine=YUS, stationId=STA2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=1.2568888888888887, timeString=01.26, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958289, subwayLine=YUS, stationId=STA2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=5.112528888888889, timeString=05.11, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958290, subwayLine=YUS, stationId=STA2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=7.778706666666666, timeString=07.78, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958291, subwayLine=YUS, stationId=OSG2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=1.9521555555555556, timeString=01.95, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958292, subwayLine=YUS, stationId=OSG2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=5.807795555555556, timeString=05.81, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958293, subwayLine=YUS, stationId=OSG2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=8.473973333333333, timeString=08.47, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958294, subwayLine=YUS, stationId=STP2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=2.7061244444444448, timeString=02.71, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958295, subwayLine=YUS, stationId=STP2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=6.561764444444444, timeString=06.56, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958296, subwayLine=YUS, stationId=STP2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=9.227942222222222, timeString=09.23, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958297, subwayLine=YUS, stationId=QPK2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=3.848431111111111, timeString=03.85, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958298, subwayLine=YUS, stationId=QPK2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=7.70407111111111, timeString=07.70, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958299, subwayLine=YUS, stationId=QPK2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=10.370248888888888, timeString=10.37, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958300, subwayLine=YUS, stationId=MUS2, trainId=116, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958301, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958302, subwayLine=YUS, stationId=MUS2, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=MUS1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958303, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958304, subwayLine=YUS, stationId=MUS1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=MUS1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958305, subwayLine=YUS, stationId=MUS1, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=5.110964444444444, timeString=05.11, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958306, subwayLine=YUS, stationId=WEL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.6626577777777778, timeString=00.66, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958307, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.6170044444444445, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958308, subwayLine=YUS, stationId=ROS1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=0.5458177777777777, timeString=00.55, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958309, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.9455777777777774, timeString=02.95, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958310, subwayLine=YUS, stationId=SUM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=1.5752355555555555, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958311, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=3.9749955555555556, timeString=03.97, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958312, subwayLine=YUS, stationId=STC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=2.983395555555556, timeString=02.98, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958313, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.383155555555556, timeString=05.38, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958314, subwayLine=YUS, stationId=DAV1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=5.015831111111111, timeString=05.02, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958315, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.415591111111111, timeString=07.42, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958316, subwayLine=YUS, stationId=EGL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=6.630013333333334, timeString=06.63, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958317, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=9.029773333333333, timeString=09.03, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958318, subwayLine=YUS, stationId=LAW1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=3.576884444444444, timeString=03.58, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958319, subwayLine=YUS, stationId=LAW1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=10.92192, timeString=10.92, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958320, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=13.321679999999999, timeString=13.32, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958321, subwayLine=YUS, stationId=YKM1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=7.0915511111111105, timeString=07.09, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958322, subwayLine=YUS, stationId=YKM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=14.436586666666667, timeString=14.44, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958323, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=16.836346666666667, timeString=16.84, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958324, subwayLine=YUS, stationId=SHP1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=10.677902222222222, timeString=10.68, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958325, subwayLine=YUS, stationId=SHP1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=18.022937777777777, timeString=18.02, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958326, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=20.422697777777774, timeString=20.42, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958327, subwayLine=YUS, stationId=NYC1, trainId=125, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958328, subwayLine=YUS, stationId=NYC1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=12.13912, timeString=12.14, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958329, subwayLine=YUS, stationId=NYC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=19.484155555555553, timeString=19.48, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958330, subwayLine=YUS, stationId=FIN1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958331, subwayLine=YUS, stationId=FIN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=2.60704, timeString=02.61, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958332, subwayLine=YUS, stationId=FIN1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=14.74616, timeString=14.75, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958333, subwayLine=YUS, stationId=FIN2, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=2.60704, timeString=02.61, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958334, subwayLine=YUS, stationId=FIN2, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=14.74616, timeString=14.75, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958335, subwayLine=YUS, stationId=FIN2, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=22.09119555555555, timeString=22.09, trainDestination=FIN1, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958336, subwayLine=YUS, stationId=YKM2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.4986000000000002, timeString=01.50, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958337, subwayLine=YUS, stationId=LAW2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.011573333333333, timeString=05.01, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958338, subwayLine=YUS, stationId=EGL2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=2.4101777777777778, timeString=02.41, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958339, subwayLine=YUS, stationId=EGL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=9.294448888888889, timeString=09.29, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592958340, subwayLine=YUS, stationId=DAV2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=4.019844444444445, timeString=04.02, trainDestination=MUS2, createDate=Sun Sep 17 10:08:22 EDT 2017, systemMessageType=Normal]
