NTASData [id=16593794075, subwayLine=YUS, stationId=WIL1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794103, subwayLine=YUS, stationId=MUS1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=16.141092222222223, timeString=16.14, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794104, subwayLine=YUS, stationId=MUS1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=17.868727777777778, timeString=17.87, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794105, subwayLine=YUS, stationId=QPK1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=1.5230244444444443, timeString=01.52, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794106, subwayLine=YUS, stationId=QPK1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=17.403625555555553, timeString=17.40, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794107, subwayLine=YUS, stationId=QPK1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=19.13126111111111, timeString=19.13, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794108, subwayLine=YUS, stationId=STP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=2.6737977777777777, timeString=02.67, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794109, subwayLine=YUS, stationId=STP1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=18.55439888888889, timeString=18.55, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794110, subwayLine=YUS, stationId=STP1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=20.28203444444444, timeString=20.28, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794111, subwayLine=YUS, stationId=OSG1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=3.4249444444444443, timeString=03.42, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794112, subwayLine=YUS, stationId=OSG1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=19.305545555555558, timeString=19.31, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794113, subwayLine=YUS, stationId=OSG1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=21.03318111111111, timeString=21.03, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794114, subwayLine=YUS, stationId=STA1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=4.258782222222222, timeString=04.26, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794115, subwayLine=YUS, stationId=STA1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=20.139383333333335, timeString=20.14, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794116, subwayLine=YUS, stationId=STA1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=21.867018888888886, timeString=21.87, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794117, subwayLine=YUS, stationId=UNI1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=5.165715555555555, timeString=05.17, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794118, subwayLine=YUS, stationId=UNI1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=21.04631666666667, timeString=21.05, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794119, subwayLine=YUS, stationId=UNI1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=22.77395222222222, timeString=22.77, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794120, subwayLine=YUS, stationId=KNG1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=5.960606666666667, timeString=05.96, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794121, subwayLine=YUS, stationId=KNG1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=21.841207777777782, timeString=21.84, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794122, subwayLine=YUS, stationId=KNG1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=23.56884333333333, timeString=23.57, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794123, subwayLine=YUS, stationId=QUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=0.1902177777777778, timeString=00.19, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794124, subwayLine=YUS, stationId=QUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=6.786259999999999, timeString=06.79, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794125, subwayLine=YUS, stationId=QUN1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=22.666861111111114, timeString=22.67, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794126, subwayLine=YUS, stationId=DUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=0.9447511111111111, timeString=00.94, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794127, subwayLine=YUS, stationId=DUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=7.540793333333333, timeString=07.54, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794128, subwayLine=YUS, stationId=DUN1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=23.421394444444445, timeString=23.42, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794129, subwayLine=YUS, stationId=COL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=1.8116088888888888, timeString=01.81, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794130, subwayLine=YUS, stationId=COL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=8.407651111111111, timeString=08.41, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794131, subwayLine=YUS, stationId=COL1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=24.288252222222226, timeString=24.29, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794132, subwayLine=YUS, stationId=WEL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=2.7292666666666667, timeString=02.73, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794133, subwayLine=YUS, stationId=WEL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.325308888888888, timeString=09.33, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794134, subwayLine=YUS, stationId=WEL1, trainId=118, trainMessage=Delayed, trainDirection=North, timeInt=25.205910000000003, timeString=25.21, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794135, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794136, subwayLine=YUS, stationId=BLO1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=3.6836133333333336, timeString=03.68, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794137, subwayLine=YUS, stationId=BLO1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=10.279655555555555, timeString=10.28, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794138, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794139, subwayLine=YUS, stationId=ROS1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=5.012186666666667, timeString=05.01, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794140, subwayLine=YUS, stationId=ROS1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=11.608228888888888, timeString=11.61, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794141, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794142, subwayLine=YUS, stationId=SUM1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=6.041604444444445, timeString=06.04, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794143, subwayLine=YUS, stationId=SUM1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.637646666666665, timeString=12.64, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794144, subwayLine=YUS, stationId=STC1, trainId=114, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794145, subwayLine=YUS, stationId=STC1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794146, subwayLine=YUS, stationId=STC1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=7.449764444444446, timeString=07.45, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794147, subwayLine=YUS, stationId=DAV1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=2.0324355555555558, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794148, subwayLine=YUS, stationId=DAV1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794149, subwayLine=YUS, stationId=DAV1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=9.4822, timeString=09.48, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794150, subwayLine=YUS, stationId=EGL1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=3.646617777777778, timeString=03.65, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794151, subwayLine=YUS, stationId=EGL1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794152, subwayLine=YUS, stationId=EGL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=11.096382222222221, timeString=11.10, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794153, subwayLine=YUS, stationId=LAW1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=3.8375110222222224, timeString=03.84, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794154, subwayLine=YUS, stationId=LAW1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=7.938524444444444, timeString=07.94, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794155, subwayLine=YUS, stationId=LAW1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=11.704675555555555, timeString=11.70, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794156, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=7.352177688888888, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794157, subwayLine=YUS, stationId=YKM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=11.453191111111112, timeString=11.45, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794158, subwayLine=YUS, stationId=YKM1, trainId=115, trainMessage=Delayed, trainDirection=North, timeInt=15.219342222222224, timeString=15.22, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794159, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=3.162017777777778, timeString=03.16, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794160, subwayLine=YUS, stationId=SHP1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=10.9385288, timeString=10.94, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794161, subwayLine=YUS, stationId=SHP1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=15.039542222222224, timeString=15.04, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794162, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.6232355555555555, timeString=04.62, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794163, subwayLine=YUS, stationId=NYC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=12.399746577777778, timeString=12.40, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794164, subwayLine=YUS, stationId=NYC1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=16.500760000000003, timeString=16.50, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794165, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794166, subwayLine=YUS, stationId=FIN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.0528844444444445, timeString=02.05, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794167, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.230275555555555, timeString=07.23, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794168, subwayLine=YUS, stationId=FIN2, trainId=108, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794169, subwayLine=YUS, stationId=FIN2, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.0528844444444445, timeString=02.05, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794170, subwayLine=YUS, stationId=FIN2, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.230275555555555, timeString=07.23, trainDestination=FIN1, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794171, subwayLine=YUS, stationId=SHP2, trainId=107, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794172, subwayLine=YUS, stationId=YKM2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=3.5807066666666665, timeString=03.58, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794173, subwayLine=YUS, stationId=LAW2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=7.093679999999999, timeString=07.09, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794174, subwayLine=YUS, stationId=EGL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.4101777777777778, timeString=02.41, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794175, subwayLine=YUS, stationId=EGL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=11.376555555555555, timeString=11.38, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794176, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.019844444444445, timeString=04.02, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794177, subwayLine=YUS, stationId=DAV2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=12.986222222222223, timeString=12.99, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794178, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=0.9414933333333334, timeString=00.94, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794179, subwayLine=YUS, stationId=STC2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=6.059053333333333, timeString=06.06, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794180, subwayLine=YUS, stationId=STC2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=15.02543111111111, timeString=15.03, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794181, subwayLine=YUS, stationId=SUM2, trainId=104, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794182, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.345702222222222, timeString=02.35, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794183, subwayLine=YUS, stationId=SUM2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=7.463262222222222, timeString=07.46, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593794184, subwayLine=YUS, stationId=ROS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.0186933333333332, timeString=01.02, trainDestination=SHW2, createDate=Sun Sep 17 11:09:10 EDT 2017, systemMessageType=Normal]
