NTASData [id=16593369020, subwayLine=YUS, stationId=YKM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.3706666666666667, timeString=02.37, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369021, subwayLine=YUS, stationId=LAW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=5.88364, timeString=05.88, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369022, subwayLine=YUS, stationId=EGL2, trainId=126, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369023, subwayLine=YUS, stationId=EGL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=10.166515555555556, timeString=10.17, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369024, subwayLine=YUS, stationId=DAV2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369025, subwayLine=YUS, stationId=DAV2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.776182222222221, timeString=11.78, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369026, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369027, subwayLine=YUS, stationId=STC2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=13.81539111111111, timeString=13.82, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369028, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369029, subwayLine=YUS, stationId=SUM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=15.219599999999998, timeString=15.22, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369030, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369031, subwayLine=YUS, stationId=ROS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=16.23829333333333, timeString=16.24, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369032, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.45550666666666667, timeString=00.46, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369033, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369034, subwayLine=YUS, stationId=BLO2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=17.56630222222222, timeString=17.57, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369035, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.4098533333333334, timeString=01.41, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369036, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369037, subwayLine=YUS, stationId=WEL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=18.52064888888889, timeString=18.52, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369038, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.3393644444444446, timeString=02.34, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369039, subwayLine=YUS, stationId=COL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369040, subwayLine=YUS, stationId=COL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=19.450159999999997, timeString=19.45, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369041, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.2062222222222223, timeString=03.21, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369042, subwayLine=YUS, stationId=DUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369043, subwayLine=YUS, stationId=DUN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=20.317017777777778, timeString=20.32, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369044, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369045, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.9630133333333335, timeString=03.96, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369046, subwayLine=YUS, stationId=QUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369047, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.8256533333333334, timeString=00.83, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369048, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.788666666666667, timeString=04.79, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369049, subwayLine=YUS, stationId=KNG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.732946666666665, timeString=11.73, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369050, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.6326800000000001, timeString=01.63, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369051, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.595693333333333, timeString=05.60, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369052, subwayLine=YUS, stationId=UNI2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.539973333333332, timeString=12.54, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369053, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.559368888888889, timeString=02.56, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593369054, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.522382222222221, timeString=06.52, trainDestination=MUS2, createDate=Sun Sep 17 10:36:57 EDT 2017, systemMessageType=Normal]
