NTASData [id=16593921229, subwayLine=BD, stationId=ISL2, trainId=211, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921230, subwayLine=BD, stationId=ISL2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=9.624366583281734, timeString=09.62, trainDestination=KIP2, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921231, subwayLine=BD, stationId=ISL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=11.01521971021672, timeString=11.02, trainDestination=KIP2, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921232, subwayLine=BD, stationId=KIP2, trainId=209, trainMessage=Delayed, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921233, subwayLine=BD, stationId=KIP2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=2.3483984842105263, timeString=02.35, trainDestination=KIP2, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921234, subwayLine=BD, stationId=KIP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.972765067492258, timeString=11.97, trainDestination=KIP2, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921235, subwayLine=BD, stationId=KIP1, trainId=210, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921236, subwayLine=BD, stationId=KIP1, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=2.3483984842105263, timeString=02.35, trainDestination=KIP2, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921237, subwayLine=BD, stationId=KIP1, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.972765067492258, timeString=11.97, trainDestination=KIP2, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921238, subwayLine=BD, stationId=RYK1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=1.5217314575851395, timeString=01.52, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921239, subwayLine=BD, stationId=OML1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=3.9407170922600625, timeString=03.94, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921240, subwayLine=BD, stationId=JNE1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=0.23949919504643966, timeString=00.24, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921241, subwayLine=BD, stationId=JNE1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=5.536459630959753, timeString=05.54, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921242, subwayLine=BD, stationId=RUN1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=1.369435616099071, timeString=01.37, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921243, subwayLine=BD, stationId=RUN1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=6.666396052012384, timeString=06.67, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921244, subwayLine=BD, stationId=HPK1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=2.594322427244582, timeString=02.59, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921245, subwayLine=BD, stationId=HPK1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=7.891282863157896, timeString=07.89, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921246, subwayLine=BD, stationId=KEL1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=3.8364780928792572, timeString=03.84, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921247, subwayLine=BD, stationId=KEL1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=9.13343852879257, timeString=09.13, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921248, subwayLine=BD, stationId=DNW1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=4.78662026006192, timeString=04.79, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921249, subwayLine=BD, stationId=DNW1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=10.083580695975233, timeString=10.08, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921250, subwayLine=BD, stationId=LAN1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=1.1663554179566566, timeString=01.17, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921251, subwayLine=BD, stationId=LAN1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=6.2079756780185775, timeString=06.21, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921252, subwayLine=BD, stationId=LAN1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=11.50493611393189, timeString=11.50, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921253, subwayLine=BD, stationId=DUF1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=2.045865139318886, timeString=02.05, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921254, subwayLine=BD, stationId=DUF1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=7.087485399380807, timeString=07.09, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921255, subwayLine=BD, stationId=DUF1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=12.384445835294118, timeString=12.38, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921256, subwayLine=BD, stationId=OSS1, trainId=205, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921257, subwayLine=BD, stationId=OSS1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=3.29566439628483, timeString=03.30, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921258, subwayLine=BD, stationId=OSS1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=8.33728465634675, timeString=08.34, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921259, subwayLine=BD, stationId=CHR1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=1.2334759430340558, timeString=01.23, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921260, subwayLine=BD, stationId=CHR1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=4.529140339318886, timeString=04.53, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921261, subwayLine=BD, stationId=CHR1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=9.570760599380806, timeString=09.57, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921262, subwayLine=BD, stationId=BAT1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=2.216881887306502, timeString=02.22, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921263, subwayLine=BD, stationId=BAT1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=5.512546283591332, timeString=05.51, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921264, subwayLine=BD, stationId=BAT1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=10.554166543653253, timeString=10.55, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921265, subwayLine=BD, stationId=BSP1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=3.1510291318885453, timeString=03.15, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921266, subwayLine=BD, stationId=BSP1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=6.446693528173375, timeString=06.45, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921267, subwayLine=BD, stationId=BSP1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=11.488313788235295, timeString=11.49, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921268, subwayLine=BD, stationId=SGL1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=0.5230368000000001, timeString=00.52, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921269, subwayLine=BD, stationId=SGL1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=4.061679410526317, timeString=04.06, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921270, subwayLine=BD, stationId=SGL1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=7.357343806811146, timeString=07.36, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921271, subwayLine=BD, stationId=BAU1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=1.614726954798762, timeString=01.61, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921272, subwayLine=BD, stationId=BAU1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=5.153369565325077, timeString=05.15, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921273, subwayLine=BD, stationId=BAU1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=8.449033961609908, timeString=08.45, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921274, subwayLine=BD, stationId=YNG1, trainId=203, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921275, subwayLine=BD, stationId=YNG1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=2.4149698030959756, timeString=02.41, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921276, subwayLine=BD, stationId=YNG1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=5.953612413622292, timeString=05.95, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921277, subwayLine=BD, stationId=SHE1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=1.319440866873065, timeString=01.32, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921278, subwayLine=BD, stationId=SHE1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=3.734410669969041, timeString=03.73, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921279, subwayLine=BD, stationId=SHE1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=7.273053280495356, timeString=07.27, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593921280, subwayLine=BD, stationId=CFK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=2.357484334365325, timeString=02.36, trainDestination=KEN1, createDate=Sun Sep 17 11:18:24 EDT 2017, systemMessageType=Normal]
