NTASData [id=16593695886, subwayLine=BD, stationId=LAN2, trainId=210, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695887, subwayLine=BD, stationId=LAN2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=4.408992876780186, timeString=04.41, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695888, subwayLine=BD, stationId=LAN2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=10.384448975851393, timeString=10.38, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695889, subwayLine=BD, stationId=DNW2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=1.3834205572755418, timeString=01.38, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695890, subwayLine=BD, stationId=DNW2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=5.792413434055728, timeString=05.79, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695891, subwayLine=BD, stationId=DNW2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.767869533126936, timeString=11.77, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695892, subwayLine=BD, stationId=KEL2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=2.5192736842105266, timeString=02.52, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695893, subwayLine=BD, stationId=KEL2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=6.928266560990712, timeString=06.93, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695894, subwayLine=BD, stationId=KEL2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=12.90372266006192, timeString=12.90, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695895, subwayLine=BD, stationId=HPK2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=0.6114873065015481, timeString=00.61, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593695896, subwayLine=BD, stationId=HPK2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=3.7150016099071217, timeString=03.72, trainDestination=KIP2, createDate=Sun Sep 17 11:02:02 EDT 2017, systemMessageType=Normal]
