NTASData [id=16594315894, subwayLine=YUS, stationId=KNG1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=0.1840088888888889, timeString=00.18, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315895, subwayLine=YUS, stationId=KNG1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=1.3057133333333333, timeString=01.31, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315896, subwayLine=YUS, stationId=KNG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=5.248688888888889, timeString=05.25, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315897, subwayLine=YUS, stationId=QUN1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=1.0096622222222222, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315898, subwayLine=YUS, stationId=QUN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=2.1313666666666666, timeString=02.13, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315899, subwayLine=YUS, stationId=QUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=6.0743422222222225, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315900, subwayLine=YUS, stationId=DUN1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=1.7641955555555555, timeString=01.76, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315901, subwayLine=YUS, stationId=DUN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=2.8859000000000004, timeString=02.89, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315902, subwayLine=YUS, stationId=DUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=6.828875555555555, timeString=06.83, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315903, subwayLine=YUS, stationId=COL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=2.6310533333333335, timeString=02.63, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315904, subwayLine=YUS, stationId=COL1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=3.7527577777777776, timeString=03.75, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315905, subwayLine=YUS, stationId=COL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=7.695733333333333, timeString=07.70, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315906, subwayLine=YUS, stationId=WEL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=3.5487111111111114, timeString=03.55, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315907, subwayLine=YUS, stationId=WEL1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=4.6704155555555555, timeString=04.67, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315908, subwayLine=YUS, stationId=WEL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=8.613391111111111, timeString=08.61, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315909, subwayLine=YUS, stationId=BLO1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=4.503057777777778, timeString=04.50, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315910, subwayLine=YUS, stationId=BLO1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=5.6247622222222216, timeString=05.62, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315911, subwayLine=YUS, stationId=BLO1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=9.567737777777777, timeString=09.57, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315912, subwayLine=YUS, stationId=ROS1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=0.88392, timeString=00.88, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315913, subwayLine=YUS, stationId=ROS1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=5.831631111111111, timeString=05.83, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315914, subwayLine=YUS, stationId=ROS1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=6.953335555555556, timeString=06.95, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315915, subwayLine=YUS, stationId=SUM1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=1.913337777777778, timeString=01.91, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315916, subwayLine=YUS, stationId=SUM1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=6.861048888888888, timeString=06.86, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315917, subwayLine=YUS, stationId=SUM1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=7.982753333333333, timeString=07.98, trainDestination=FIN1, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
