NTASData [id=16594262480, subwayLine=BD, stationId=KEN1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=7.049207152941178, timeString=07.05, trainDestination=KEN1, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262481, subwayLine=BD, stationId=KEN1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=12.029292601857588, timeString=12.03, trainDestination=KEN1, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262482, subwayLine=BD, stationId=KEN1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=16.18847179690403, timeString=16.19, trainDestination=KEN1, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262483, subwayLine=BD, stationId=KEN2, trainId=203, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262484, subwayLine=BD, stationId=KEN2, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=7.049207152941178, timeString=07.05, trainDestination=KEN1, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262485, subwayLine=BD, stationId=KEN2, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=12.029292601857588, timeString=12.03, trainDestination=KEN1, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262486, subwayLine=BD, stationId=VPK2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=3.4666234551083597, timeString=03.47, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262487, subwayLine=BD, stationId=MST2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=5.70612624148607, timeString=05.71, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262488, subwayLine=BD, stationId=WDB2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=0.7394466873065016, timeString=00.74, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262489, subwayLine=BD, stationId=WDB2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=7.440019616099073, timeString=07.44, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262490, subwayLine=BD, stationId=COX2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=2.0467144272445825, timeString=02.05, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262491, subwayLine=BD, stationId=COX2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=8.747287356037154, timeString=08.75, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262492, subwayLine=BD, stationId=GWD2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=2.9896376470588235, timeString=02.99, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262493, subwayLine=BD, stationId=GWD2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=9.690210575851394, timeString=09.69, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262494, subwayLine=BD, stationId=DON2, trainId=222, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262495, subwayLine=BD, stationId=DON2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=4.181119133126935, timeString=04.18, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262496, subwayLine=BD, stationId=DON2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=10.881692061919507, timeString=10.88, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262497, subwayLine=BD, stationId=PAP2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=0.9304669969040249, timeString=00.93, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262498, subwayLine=BD, stationId=PAP2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=5.111586130030961, timeString=05.11, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262499, subwayLine=BD, stationId=PAP2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=11.81215905882353, timeString=11.81, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262500, subwayLine=BD, stationId=CHE2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=1.9580359133126939, timeString=01.96, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262501, subwayLine=BD, stationId=CHE2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=6.13915504643963, timeString=06.14, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262502, subwayLine=BD, stationId=CHE2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=12.8397279752322, timeString=12.84, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262503, subwayLine=BD, stationId=BRD2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=3.036092165944273, timeString=03.04, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262504, subwayLine=BD, stationId=BRD2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=7.217211299071209, timeString=07.22, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262505, subwayLine=BD, stationId=BRD2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=13.917784227863777, timeString=13.92, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262506, subwayLine=BD, stationId=CFK2, trainId=221, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262507, subwayLine=BD, stationId=CFK2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=4.399979100928793, timeString=04.40, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262508, subwayLine=BD, stationId=CFK2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=8.58109823405573, timeString=08.58, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262509, subwayLine=BD, stationId=SHE2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=0.9627399380804954, timeString=00.96, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262510, subwayLine=BD, stationId=SHE2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=5.3627190390092885, timeString=05.36, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262511, subwayLine=BD, stationId=SHE2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=9.543838172136224, timeString=09.54, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262512, subwayLine=BD, stationId=YNG2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=2.3201156656346753, timeString=02.32, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262513, subwayLine=BD, stationId=YNG2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=6.720094766563468, timeString=06.72, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262514, subwayLine=BD, stationId=YNG2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=10.901213899690406, timeString=10.90, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594262515, subwayLine=BD, stationId=BAU2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=3.1105917027863783, timeString=03.11, trainDestination=KIP2, createDate=Sun Sep 17 11:43:28 EDT 2017, systemMessageType=Normal]
