NTASData [id=16594412724, subwayLine=BD, stationId=DUF2, trainId=221, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412758, subwayLine=BD, stationId=KIP1, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=6.993145426625388, timeString=06.99, trainDestination=KIP2, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412759, subwayLine=BD, stationId=KIP1, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=11.032037141795664, timeString=11.03, trainDestination=KIP2, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412760, subwayLine=BD, stationId=ISL1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=1.0334871529411767, timeString=01.03, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412761, subwayLine=BD, stationId=RYK1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=3.0383939665634676, timeString=03.04, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412762, subwayLine=BD, stationId=OML1, trainId=215, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412763, subwayLine=BD, stationId=OML1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=5.45737960123839, timeString=05.46, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412764, subwayLine=BD, stationId=JNE1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=1.5957425386996906, timeString=01.60, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412765, subwayLine=BD, stationId=JNE1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=7.053122139938081, timeString=07.05, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412766, subwayLine=BD, stationId=RUN1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=2.7256789597523223, timeString=02.73, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412767, subwayLine=BD, stationId=RUN1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=8.183058560990712, timeString=08.18, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412768, subwayLine=BD, stationId=HPK1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=0.4801307739938081, timeString=00.48, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412769, subwayLine=BD, stationId=HPK1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=3.9505657708978332, timeString=03.95, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412770, subwayLine=BD, stationId=HPK1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=9.407945372136224, timeString=09.41, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412771, subwayLine=BD, stationId=KEL1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=1.7222864396284834, timeString=01.72, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412772, subwayLine=BD, stationId=KEL1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=5.1927214365325085, timeString=05.19, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412773, subwayLine=BD, stationId=KEL1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=10.650101037770899, timeString=10.65, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412774, subwayLine=BD, stationId=DNW1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=2.6724286068111462, timeString=02.67, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412775, subwayLine=BD, stationId=DNW1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=6.1428636037151705, timeString=06.14, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412776, subwayLine=BD, stationId=DNW1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=11.600243204953562, timeString=11.60, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412777, subwayLine=BD, stationId=LAN1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=4.093784024767802, timeString=04.09, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412778, subwayLine=BD, stationId=LAN1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=7.564219021671827, timeString=07.56, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412779, subwayLine=BD, stationId=LAN1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=13.021598622910219, timeString=13.02, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412780, subwayLine=BD, stationId=DUF1, trainId=213, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412781, subwayLine=BD, stationId=DUF1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=4.973293746130032, timeString=04.97, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412782, subwayLine=BD, stationId=DUF1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=8.443728743034056, timeString=08.44, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412783, subwayLine=BD, stationId=OSS1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=1.2497992569659444, timeString=01.25, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412784, subwayLine=BD, stationId=OSS1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=6.2230930030959755, timeString=06.22, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412785, subwayLine=BD, stationId=OSS1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=9.693528, timeString=09.69, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412786, subwayLine=BD, stationId=CHR1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=2.4832752000000005, timeString=02.48, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412787, subwayLine=BD, stationId=CHR1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=7.456568946130032, timeString=07.46, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412788, subwayLine=BD, stationId=CHR1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=10.927003943034057, timeString=10.93, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412789, subwayLine=BD, stationId=BAT1, trainId=212, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412790, subwayLine=BD, stationId=BAT1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=3.4666811442724463, timeString=03.47, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412791, subwayLine=BD, stationId=BAT1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=8.439974890402477, timeString=08.44, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412792, subwayLine=BD, stationId=BSP1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=0.9341472445820435, timeString=00.93, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412793, subwayLine=BD, stationId=BSP1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=4.40082838885449, timeString=04.40, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412794, subwayLine=BD, stationId=BSP1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=9.37412213498452, timeString=09.37, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412795, subwayLine=BD, stationId=SGL1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=1.8447975232198146, timeString=01.84, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412796, subwayLine=BD, stationId=SGL1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=5.31147866749226, timeString=05.31, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412797, subwayLine=BD, stationId=SGL1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=10.28477241362229, timeString=10.28, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412798, subwayLine=BD, stationId=BAU1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=2.9364876780185765, timeString=02.94, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412799, subwayLine=BD, stationId=BAU1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=6.403168822291022, timeString=06.40, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412800, subwayLine=BD, stationId=BAU1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=11.376462568421053, timeString=11.38, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412801, subwayLine=BD, stationId=YNG1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=3.73673052631579, timeString=03.74, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412802, subwayLine=BD, stationId=YNG1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=7.203411670588235, timeString=07.20, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412803, subwayLine=BD, stationId=YNG1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=12.176705416718267, timeString=12.18, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412804, subwayLine=BD, stationId=SHE1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=0.6454588235294119, timeString=00.65, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412805, subwayLine=BD, stationId=SHE1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=5.056171393188855, timeString=05.06, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412806, subwayLine=BD, stationId=SHE1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=8.5228525374613, timeString=08.52, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412807, subwayLine=BD, stationId=CFK1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=1.683502291021672, timeString=01.68, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412808, subwayLine=BD, stationId=CFK1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=6.094214860681115, timeString=06.09, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412809, subwayLine=BD, stationId=CFK1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=9.56089600495356, timeString=09.56, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412810, subwayLine=BD, stationId=BRD1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=3.258012631578948, timeString=03.26, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412811, subwayLine=BD, stationId=BRD1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=7.6687252012383915, timeString=07.67, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412812, subwayLine=BD, stationId=BRD1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=11.135406345510836, timeString=11.14, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412813, subwayLine=BD, stationId=CHE1, trainId=210, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412814, subwayLine=BD, stationId=CHE1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=4.296480743034056, timeString=04.30, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412815, subwayLine=BD, stationId=CHE1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=8.7071933126935, timeString=08.71, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412816, subwayLine=BD, stationId=PAP1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=0.9691095975232199, timeString=00.97, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412817, subwayLine=BD, stationId=PAP1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=5.265590340557276, timeString=05.27, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412818, subwayLine=BD, stationId=PAP1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=9.67630291021672, timeString=09.68, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412819, subwayLine=BD, stationId=DON1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=1.9077863777089783, timeString=01.91, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412820, subwayLine=BD, stationId=DON1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=6.204267120743033, timeString=06.20, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412821, subwayLine=BD, stationId=DON1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=10.614979690402476, timeString=10.61, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412822, subwayLine=BD, stationId=GWD1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=3.037552941176471, timeString=03.04, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412823, subwayLine=BD, stationId=GWD1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=7.334033684210526, timeString=07.33, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412824, subwayLine=BD, stationId=GWD1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=11.74474625386997, timeString=11.74, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412825, subwayLine=BD, stationId=COX1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=0.3057436532507741, timeString=00.31, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412826, subwayLine=BD, stationId=COX1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=3.9918000000000005, timeString=03.99, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412827, subwayLine=BD, stationId=COX1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=8.288280743034056, timeString=08.29, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412828, subwayLine=BD, stationId=WDB1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=1.7411123219814244, timeString=01.74, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412829, subwayLine=BD, stationId=WDB1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=5.4271686687306495, timeString=05.43, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412830, subwayLine=BD, stationId=WDB1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=9.723649411764706, timeString=09.72, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412831, subwayLine=BD, stationId=MST1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=3.465946625386997, timeString=03.47, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412832, subwayLine=BD, stationId=MST1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=7.1520029721362235, timeString=07.15, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412833, subwayLine=BD, stationId=MST1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=11.448483715170278, timeString=11.45, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16594412834, subwayLine=BD, stationId=VPK1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=5.641469721362229, timeString=05.64, trainDestination=KEN1, createDate=Sun Sep 17 11:55:02 EDT 2017, systemMessageType=Normal]
