NTASData [id=16594557530, subwayLine=YUS, stationId=FIN1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557531, subwayLine=YUS, stationId=FIN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=3.406293333333333, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557532, subwayLine=YUS, stationId=FIN1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557533, subwayLine=YUS, stationId=FIN2, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=3.406293333333333, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557534, subwayLine=YUS, stationId=FIN2, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557535, subwayLine=YUS, stationId=FIN2, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=15.817346666666667, timeString=15.82, trainDestination=FIN1, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557536, subwayLine=YUS, stationId=NYC2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.9473333333333331, timeString=01.95, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557537, subwayLine=YUS, stationId=SHP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=3.4079866666666665, timeString=03.41, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557538, subwayLine=YUS, stationId=YKM2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=6.988693333333333, timeString=06.99, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557539, subwayLine=YUS, stationId=LAW2, trainId=102, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557540, subwayLine=YUS, stationId=LAW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=10.501666666666665, timeString=10.50, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557541, subwayLine=YUS, stationId=EGL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.282875555555555, timeString=04.28, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557542, subwayLine=YUS, stationId=EGL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=14.78454222222222, timeString=14.78, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557543, subwayLine=YUS, stationId=DAV2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.892542222222222, timeString=05.89, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557544, subwayLine=YUS, stationId=DAV2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=16.394208888888887, timeString=16.39, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557545, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.931751111111111, timeString=07.93, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557546, subwayLine=YUS, stationId=STC2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=18.433417777777777, timeString=18.43, trainDestination=SHW2, createDate=Sun Sep 17 12:06:15 EDT 2017, systemMessageType=Normal]
