NTASData [id=16593002441, subwayLine=YUS, stationId=FIN2, trainId=125, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002442, subwayLine=YUS, stationId=FIN2, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=10.327253333333333, timeString=10.33, trainDestination=FIN1, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002443, subwayLine=YUS, stationId=FIN2, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=19.859640000000002, timeString=19.86, trainDestination=FIN1, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002444, subwayLine=YUS, stationId=NYC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.6195866666666667, timeString=02.62, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002445, subwayLine=YUS, stationId=SHP2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=4.080240000000001, timeString=04.08, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002446, subwayLine=YUS, stationId=YKM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=7.660946666666666, timeString=07.66, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002447, subwayLine=YUS, stationId=LAW2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.3546666666666667, timeString=01.35, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002448, subwayLine=YUS, stationId=LAW2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=11.173919999999999, timeString=11.17, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002449, subwayLine=YUS, stationId=EGL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.637542222222222, timeString=05.64, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002450, subwayLine=YUS, stationId=EGL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=15.456795555555553, timeString=15.46, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002451, subwayLine=YUS, stationId=DAV2, trainId=122, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002452, subwayLine=YUS, stationId=DAV2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=7.247208888888888, timeString=07.25, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002453, subwayLine=YUS, stationId=DAV2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=17.066462222222224, timeString=17.07, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002454, subwayLine=YUS, stationId=STC2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=2.039208888888889, timeString=02.04, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002455, subwayLine=YUS, stationId=STC2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=9.286417777777778, timeString=09.29, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593002456, subwayLine=YUS, stationId=STC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=19.10567111111111, timeString=19.11, trainDestination=MUS2, createDate=Sun Sep 17 10:11:24 EDT 2017, systemMessageType=Normal]
