NTASData [id=16593628634, subwayLine=BD, stationId=YNG1, trainId=221, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628635, subwayLine=BD, stationId=YNG1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=3.73673052631579, timeString=03.74, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628636, subwayLine=BD, stationId=YNG1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=8.082921391950464, timeString=08.08, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628637, subwayLine=BD, stationId=SHE1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=1.319440866873065, timeString=01.32, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628638, subwayLine=BD, stationId=SHE1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=5.056171393188855, timeString=05.06, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628639, subwayLine=BD, stationId=SHE1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=9.40236225882353, timeString=09.40, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628640, subwayLine=BD, stationId=CFK1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=2.357484334365325, timeString=02.36, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628641, subwayLine=BD, stationId=CFK1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=6.094214860681115, timeString=06.09, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628642, subwayLine=BD, stationId=CFK1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=10.44040572631579, timeString=10.44, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628643, subwayLine=BD, stationId=BRD1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=3.931994674922601, timeString=03.93, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628644, subwayLine=BD, stationId=BRD1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=7.6687252012383915, timeString=07.67, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628645, subwayLine=BD, stationId=BRD1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=12.014916066873065, timeString=12.01, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628646, subwayLine=BD, stationId=CHE1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=0.10814266253869971, timeString=00.11, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628647, subwayLine=BD, stationId=CHE1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=4.970462786377709, timeString=04.97, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628648, subwayLine=BD, stationId=CHE1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=8.7071933126935, timeString=08.71, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628649, subwayLine=BD, stationId=PAP1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=1.0772522600619197, timeString=01.08, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628650, subwayLine=BD, stationId=PAP1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=5.939572383900929, timeString=05.94, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628651, subwayLine=BD, stationId=PAP1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=9.67630291021672, timeString=09.68, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628652, subwayLine=BD, stationId=DON1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=2.015929040247678, timeString=02.02, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628653, subwayLine=BD, stationId=DON1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=6.878249164086688, timeString=06.88, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628654, subwayLine=BD, stationId=DON1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=10.614979690402476, timeString=10.61, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628655, subwayLine=BD, stationId=GWD1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=3.14569560371517, timeString=03.15, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628656, subwayLine=BD, stationId=GWD1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=8.008015727554179, timeString=08.01, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628657, subwayLine=BD, stationId=GWD1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=11.74474625386997, timeString=11.74, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628658, subwayLine=BD, stationId=COX1, trainId=219, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628659, subwayLine=BD, stationId=COX1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=4.0999426625387, timeString=04.10, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628660, subwayLine=BD, stationId=COX1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=8.962262786377709, timeString=08.96, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628661, subwayLine=BD, stationId=WDB1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=1.4353686687306504, timeString=01.44, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628662, subwayLine=BD, stationId=WDB1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=5.53531133126935, timeString=05.54, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628663, subwayLine=BD, stationId=WDB1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=10.397631455108359, timeString=10.40, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628664, subwayLine=BD, stationId=MST1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=3.160202972136223, timeString=03.16, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628665, subwayLine=BD, stationId=MST1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=7.260145634674924, timeString=07.26, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628666, subwayLine=BD, stationId=MST1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=12.12246575851393, timeString=12.12, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628667, subwayLine=BD, stationId=VPK1, trainId=218, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628668, subwayLine=BD, stationId=VPK1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=5.335726068111455, timeString=05.34, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628669, subwayLine=BD, stationId=VPK1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=9.435668730650155, timeString=09.44, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628670, subwayLine=BD, stationId=WAR1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=3.942325077399381, timeString=03.94, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628671, subwayLine=BD, stationId=WAR1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=9.278051145510837, timeString=09.28, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628672, subwayLine=BD, stationId=WAR1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=13.377993808049537, timeString=13.38, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628673, subwayLine=BD, stationId=KEN1, trainId=216, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628674, subwayLine=BD, stationId=KEN1, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628675, subwayLine=BD, stationId=KEN1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=4.44932319009288, timeString=04.45, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628676, subwayLine=BD, stationId=KEN2, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628677, subwayLine=BD, stationId=KEN2, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=4.44932319009288, timeString=04.45, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628678, subwayLine=BD, stationId=KEN2, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=9.02373210650155, timeString=09.02, trainDestination=KEN1, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628679, subwayLine=BD, stationId=WAR2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=4.179311910835914, timeString=04.18, trainDestination=KIP2, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593628680, subwayLine=BD, stationId=VPK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=3.098202352941177, timeString=03.10, trainDestination=KIP2, createDate=Sun Sep 17 10:56:24 EDT 2017, systemMessageType=Normal]
