NTASData [id=16593128395, subwayLine=BD, stationId=DNW1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=0.5637856346749226, timeString=00.56, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128396, subwayLine=BD, stationId=DNW1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=4.54712106501548, timeString=04.55, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128397, subwayLine=BD, stationId=DNW1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=10.566756052012387, timeString=10.57, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128398, subwayLine=BD, stationId=LAN1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=1.9851410526315791, timeString=01.99, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128399, subwayLine=BD, stationId=LAN1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=5.968476482972138, timeString=05.97, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128400, subwayLine=BD, stationId=LAN1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=11.988111469969041, timeString=11.99, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128401, subwayLine=BD, stationId=DUF1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=2.8646507739938087, timeString=02.86, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128402, subwayLine=BD, stationId=DUF1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=6.847986204334365, timeString=06.85, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128403, subwayLine=BD, stationId=DUF1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=12.867621191331272, timeString=12.87, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128404, subwayLine=BD, stationId=OSS1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=4.114450030959753, timeString=04.11, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128405, subwayLine=BD, stationId=OSS1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=8.09778546130031, timeString=08.10, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593128406, subwayLine=BD, stationId=OSS1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=14.117420448297215, timeString=14.12, trainDestination=KEN1, createDate=Sun Sep 17 10:19:46 EDT 2017, systemMessageType=Normal]
