NTASData [id=16593082121, subwayLine=YUS, stationId=NYC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.2925777777777776, timeString=01.29, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082122, subwayLine=YUS, stationId=SHP2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.7532311111111114, timeString=02.75, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082123, subwayLine=YUS, stationId=YKM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.4986000000000002, timeString=01.50, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082124, subwayLine=YUS, stationId=YKM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.333937777777778, timeString=06.33, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082125, subwayLine=YUS, stationId=LAW2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=5.011573333333333, timeString=05.01, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082126, subwayLine=YUS, stationId=LAW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=9.846911111111112, timeString=09.85, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082127, subwayLine=YUS, stationId=EGL2, trainId=123, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082128, subwayLine=YUS, stationId=EGL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=9.294448888888889, timeString=09.29, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082129, subwayLine=YUS, stationId=EGL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.129786666666666, timeString=14.13, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082130, subwayLine=YUS, stationId=DAV2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082131, subwayLine=YUS, stationId=DAV2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=10.904115555555554, timeString=10.90, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082132, subwayLine=YUS, stationId=DAV2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=15.739453333333334, timeString=15.74, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082133, subwayLine=YUS, stationId=STC2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082134, subwayLine=YUS, stationId=STC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=12.943324444444443, timeString=12.94, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082135, subwayLine=YUS, stationId=STC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=17.778662222222223, timeString=17.78, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082136, subwayLine=YUS, stationId=SUM2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082137, subwayLine=YUS, stationId=SUM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=14.347533333333331, timeString=14.35, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082138, subwayLine=YUS, stationId=SUM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=19.18287111111111, timeString=19.18, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082139, subwayLine=YUS, stationId=ROS2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082140, subwayLine=YUS, stationId=ROS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=15.366226666666664, timeString=15.37, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082141, subwayLine=YUS, stationId=ROS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=20.20156444444444, timeString=20.20, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082142, subwayLine=YUS, stationId=BLO2, trainId=122, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082143, subwayLine=YUS, stationId=BLO2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082144, subwayLine=YUS, stationId=BLO2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=16.69423555555555, timeString=16.69, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16593082145, subwayLine=YUS, stationId=WEL2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=MUS2, createDate=Sun Sep 17 10:16:42 EDT 2017, systemMessageType=Normal]
