NTASData [id=16593013939, subwayLine=YUS, stationId=STP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=0.7586133333333334, timeString=00.76, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013940, subwayLine=YUS, stationId=OSG1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.50976, timeString=01.51, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013941, subwayLine=YUS, stationId=STA1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.343597777777778, timeString=02.34, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013942, subwayLine=YUS, stationId=UNI1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.250531111111111, timeString=03.25, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013943, subwayLine=YUS, stationId=KNG1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=4.045422222222222, timeString=04.05, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013944, subwayLine=YUS, stationId=QUN1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=4.871075555555556, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013945, subwayLine=YUS, stationId=DUN1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=5.625608888888889, timeString=05.63, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013946, subwayLine=YUS, stationId=COL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=6.492466666666667, timeString=06.49, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013947, subwayLine=YUS, stationId=WEL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.410124444444445, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013948, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013949, subwayLine=YUS, stationId=BLO1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=8.364471111111111, timeString=08.36, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013950, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013951, subwayLine=YUS, stationId=ROS1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=9.693044444444444, timeString=09.69, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013952, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013953, subwayLine=YUS, stationId=SUM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=10.722462222222223, timeString=10.72, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013954, subwayLine=YUS, stationId=STC1, trainId=128, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013955, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013956, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=12.130622222222222, timeString=12.13, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013957, subwayLine=YUS, stationId=DAV1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=2.0324355555555558, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013958, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013959, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=14.163057777777778, timeString=14.16, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013960, subwayLine=YUS, stationId=EGL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=3.646617777777778, timeString=03.65, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013961, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013962, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=15.77724, timeString=15.78, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013963, subwayLine=YUS, stationId=LAW1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=7.938524444444444, timeString=07.94, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013964, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=11.704675555555555, timeString=11.70, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593013965, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=20.069146666666665, timeString=20.07, trainDestination=FIN1, createDate=Sun Sep 17 10:12:09 EDT 2017, systemMessageType=Normal]
