NTASData [id=16593763097, subwayLine=YUS, stationId=YKM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=2.6726444444444444, timeString=02.67, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763098, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=9.165755555555556, timeString=09.17, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763099, subwayLine=YUS, stationId=YKM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=13.20679111111111, timeString=13.21, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763100, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=6.258995555555556, timeString=06.26, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763101, subwayLine=YUS, stationId=SHP1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=12.752106666666666, timeString=12.75, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763102, subwayLine=YUS, stationId=SHP1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=16.793142222222222, timeString=16.79, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763103, subwayLine=YUS, stationId=NYC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=0.7992533333333333, timeString=00.80, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763104, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.720213333333333, timeString=07.72, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763105, subwayLine=YUS, stationId=NYC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=14.213324444444446, timeString=14.21, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763106, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.6577733333333333, timeString=01.66, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763107, subwayLine=YUS, stationId=FIN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=3.406293333333333, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16593763108, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=10.327253333333333, timeString=10.33, trainDestination=FIN1, createDate=Sun Sep 17 11:06:59 EDT 2017, systemMessageType=Normal]
