NTASData [id=16593663616, subwayLine=YUS, stationId=QPK1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=0.8111066666666666, timeString=00.81, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663617, subwayLine=YUS, stationId=STP1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=1.9618799999999998, timeString=01.96, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663618, subwayLine=YUS, stationId=OSG1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=2.713026666666667, timeString=02.71, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663619, subwayLine=YUS, stationId=STA1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=3.5468644444444446, timeString=03.55, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663620, subwayLine=YUS, stationId=UNI1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=4.453797777777778, timeString=04.45, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663621, subwayLine=YUS, stationId=KNG1, trainId=115, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663622, subwayLine=YUS, stationId=KNG1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=5.248688888888889, timeString=05.25, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663623, subwayLine=YUS, stationId=QUN1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=0.8256533333333334, timeString=00.83, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663624, subwayLine=YUS, stationId=QUN1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=6.0743422222222225, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663625, subwayLine=YUS, stationId=DUN1, trainId=4, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663626, subwayLine=YUS, stationId=DUN1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=1.5801866666666666, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663627, subwayLine=YUS, stationId=DUN1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=6.828875555555555, timeString=06.83, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663628, subwayLine=YUS, stationId=COL1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=0.8668577777777778, timeString=00.87, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663629, subwayLine=YUS, stationId=COL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.447044444444445, timeString=02.45, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663630, subwayLine=YUS, stationId=COL1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=7.695733333333333, timeString=07.70, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663631, subwayLine=YUS, stationId=WEL1, trainId=112, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663632, subwayLine=YUS, stationId=WEL1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=1.7845155555555554, timeString=01.78, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663633, subwayLine=YUS, stationId=WEL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=3.3647022222222223, timeString=03.36, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663634, subwayLine=YUS, stationId=BLO1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=0.9543466666666667, timeString=00.95, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663635, subwayLine=YUS, stationId=BLO1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=2.7388622222222225, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663636, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.319048888888888, timeString=04.32, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663637, subwayLine=YUS, stationId=ROS1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=2.28292, timeString=02.28, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663638, subwayLine=YUS, stationId=ROS1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=4.067435555555556, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663639, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=5.647622222222223, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663640, subwayLine=YUS, stationId=SUM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=3.312337777777778, timeString=03.31, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663641, subwayLine=YUS, stationId=SUM1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=5.096853333333334, timeString=05.10, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663642, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=6.67704, timeString=06.68, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663643, subwayLine=YUS, stationId=STC1, trainId=111, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663644, subwayLine=YUS, stationId=STC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=4.720497777777778, timeString=04.72, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663645, subwayLine=YUS, stationId=STC1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=6.505013333333332, timeString=06.51, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663646, subwayLine=YUS, stationId=DAV1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=2.0324355555555558, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663647, subwayLine=YUS, stationId=DAV1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=6.752933333333333, timeString=06.75, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663648, subwayLine=YUS, stationId=DAV1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=8.537448888888889, timeString=08.54, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663649, subwayLine=YUS, stationId=EGL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=3.646617777777778, timeString=03.65, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663650, subwayLine=YUS, stationId=EGL1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=8.367115555555555, timeString=08.37, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593663651, subwayLine=YUS, stationId=EGL1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=10.151631111111111, timeString=10.15, trainDestination=FIN1, createDate=Sun Sep 17 10:59:02 EDT 2017, systemMessageType=Normal]
