NTASData [id=16593610953, subwayLine=BD, stationId=BRD1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=0.36830786377708985, timeString=00.37, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610954, subwayLine=BD, stationId=BRD1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=5.147256222910217, timeString=05.15, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610955, subwayLine=BD, stationId=BRD1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=8.652131145510836, timeString=08.65, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610956, subwayLine=BD, stationId=CHE1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=1.4067759752321982, timeString=01.41, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610957, subwayLine=BD, stationId=CHE1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=6.185724334365325, timeString=06.19, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610958, subwayLine=BD, stationId=CHE1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=9.690599256965944, timeString=09.69, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610959, subwayLine=BD, stationId=PAP1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=2.3758855727554185, timeString=02.38, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610960, subwayLine=BD, stationId=PAP1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=7.154833931888545, timeString=07.15, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610961, subwayLine=BD, stationId=PAP1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=10.659708854489164, timeString=10.66, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610962, subwayLine=BD, stationId=DON1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=3.314562352941177, timeString=03.31, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610963, subwayLine=BD, stationId=DON1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=8.093510712074304, timeString=08.09, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610964, subwayLine=BD, stationId=DON1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=11.598385634674925, timeString=11.60, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610965, subwayLine=BD, stationId=GWD1, trainId=219, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610966, subwayLine=BD, stationId=GWD1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=4.444328916408669, timeString=04.44, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610967, subwayLine=BD, stationId=GWD1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=9.223277275541797, timeString=09.22, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610968, subwayLine=BD, stationId=COX1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=0.9542470588235296, timeString=00.95, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593610969, subwayLine=BD, stationId=COX1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=5.398575975232198, timeString=05.40, trainDestination=KEN1, createDate=Sun Sep 17 10:55:05 EDT 2017, systemMessageType=Normal]
