NTASData [id=16593550526, subwayLine=YUS, stationId=YKM1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=0.7021688888888888, timeString=00.70, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550527, subwayLine=YUS, stationId=YKM1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.921, timeString=02.92, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550528, subwayLine=YUS, stationId=YKM1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=4.8563511111111115, timeString=04.86, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550529, subwayLine=YUS, stationId=SHP1, trainId=5, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550530, subwayLine=YUS, stationId=SHP1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=4.28852, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550531, subwayLine=YUS, stationId=SHP1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=6.50735111111111, timeString=06.51, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550532, subwayLine=YUS, stationId=NYC1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=1.4612177777777777, timeString=01.46, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550533, subwayLine=YUS, stationId=NYC1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=5.749737777777777, timeString=05.75, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550534, subwayLine=YUS, stationId=NYC1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=7.968568888888888, timeString=07.97, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550535, subwayLine=YUS, stationId=FIN1, trainId=104, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550536, subwayLine=YUS, stationId=FIN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=4.068257777777778, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 10:50:36 EDT 2017, systemMessageType=Normal]
