NTASData [id=16593107332, subwayLine=YUS, stationId=COL2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=0.6745111111111111, timeString=00.67, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107333, subwayLine=YUS, stationId=COL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=8.518951111111111, timeString=08.52, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107334, subwayLine=YUS, stationId=COL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=16.670964444444447, timeString=16.67, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107335, subwayLine=YUS, stationId=DUN2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=1.541368888888889, timeString=01.54, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107336, subwayLine=YUS, stationId=DUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=9.385808888888889, timeString=09.39, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107337, subwayLine=YUS, stationId=DUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=17.53782222222222, timeString=17.54, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107338, subwayLine=YUS, stationId=QUN2, trainId=120, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107339, subwayLine=YUS, stationId=QUN2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=2.29816, timeString=02.30, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107340, subwayLine=YUS, stationId=QUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=10.1426, timeString=10.14, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107341, subwayLine=YUS, stationId=KNG2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=0.8256533333333334, timeString=00.83, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16593107342, subwayLine=YUS, stationId=KNG2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=3.1238133333333336, timeString=03.12, trainDestination=MUS2, createDate=Sun Sep 17 10:18:22 EDT 2017, systemMessageType=Normal]
