NTASData [id=16594557710, subwayLine=YUS, stationId=BLO1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.2737555555555556, timeString=00.27, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557711, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=5.1139399999999995, timeString=05.11, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557712, subwayLine=YUS, stationId=BLO1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=8.092973333333333, timeString=08.09, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557713, subwayLine=YUS, stationId=ROS1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.6023288888888887, timeString=01.60, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557714, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.442513333333334, timeString=06.44, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557715, subwayLine=YUS, stationId=ROS1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=9.421546666666666, timeString=09.42, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557716, subwayLine=YUS, stationId=SUM1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=2.6317466666666665, timeString=02.63, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557717, subwayLine=YUS, stationId=SUM1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=7.471931111111111, timeString=07.47, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557718, subwayLine=YUS, stationId=SUM1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=10.450964444444445, timeString=10.45, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557719, subwayLine=YUS, stationId=STC1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=4.039906666666666, timeString=04.04, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557720, subwayLine=YUS, stationId=STC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=8.88009111111111, timeString=08.88, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557721, subwayLine=YUS, stationId=STC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=11.859124444444443, timeString=11.86, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557722, subwayLine=YUS, stationId=DAV1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.7902222222222223, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557723, subwayLine=YUS, stationId=DAV1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=6.072342222222222, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557724, subwayLine=YUS, stationId=DAV1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=10.912526666666666, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557725, subwayLine=YUS, stationId=EGL1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557726, subwayLine=YUS, stationId=EGL1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=0.35616444444444445, timeString=00.36, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557727, subwayLine=YUS, stationId=EGL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.4044044444444443, timeString=02.40, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16594557728, subwayLine=YUS, stationId=LAW1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=4.291906666666667, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 12:06:16 EDT 2017, systemMessageType=Normal]
