NTASData [id=16593761277, subwayLine=YUS, stationId=QPK2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=0.5492044444444445, timeString=00.55, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761278, subwayLine=YUS, stationId=QPK2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=4.070257777777778, timeString=04.07, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761279, subwayLine=YUS, stationId=QPK2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.917364444444443, timeString=06.92, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761280, subwayLine=YUS, stationId=MUS2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=1.8117377777777777, timeString=01.81, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761281, subwayLine=YUS, stationId=MUS2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=5.332791111111112, timeString=05.33, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761282, subwayLine=YUS, stationId=MUS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.179897777777777, timeString=08.18, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761283, subwayLine=YUS, stationId=SGU2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=0.28363333333333335, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761284, subwayLine=YUS, stationId=SGU2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=2.97126, timeString=02.97, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761285, subwayLine=YUS, stationId=SGU2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=6.492313333333334, timeString=06.49, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761286, subwayLine=YUS, stationId=SPA2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=1.45134, timeString=01.45, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761287, subwayLine=YUS, stationId=SPA2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=4.138966666666667, timeString=04.14, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761288, subwayLine=YUS, stationId=SPA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=7.660019999999999, timeString=07.66, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761289, subwayLine=YUS, stationId=DUP2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.449148888888889, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761290, subwayLine=YUS, stationId=DUP2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=5.136775555555555, timeString=05.14, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761291, subwayLine=YUS, stationId=DUP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=8.657828888888888, timeString=08.66, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761292, subwayLine=YUS, stationId=SCW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.0205185185185184, timeString=02.02, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761293, subwayLine=YUS, stationId=SCW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=5.073686666666666, timeString=05.07, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761294, subwayLine=YUS, stationId=SCW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=7.761313333333334, timeString=07.76, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761295, subwayLine=YUS, stationId=EGW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.83368962962963, timeString=06.83, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761296, subwayLine=YUS, stationId=EGW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=9.886857777777779, timeString=09.89, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761297, subwayLine=YUS, stationId=EGW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=12.574484444444444, timeString=12.57, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761298, subwayLine=YUS, stationId=GCN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.8069259259259259, timeString=00.81, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761299, subwayLine=YUS, stationId=GCN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.65332962962963, timeString=08.65, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761300, subwayLine=YUS, stationId=GCN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.706497777777779, timeString=11.71, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761301, subwayLine=YUS, stationId=LWW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.1710592592592595, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593761302, subwayLine=YUS, stationId=LWW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.017462962962963, timeString=10.02, trainDestination=SHW2, createDate=Sun Sep 17 11:06:51 EDT 2017, systemMessageType=Normal]
