NTASData [id=16592856455, subwayLine=YUS, stationId=UNI2, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=0.3302, timeString=00.33, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856456, subwayLine=YUS, stationId=UNI2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=5.140186666666667, timeString=05.14, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856457, subwayLine=YUS, stationId=UNI2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=10.253102222222223, timeString=10.25, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856458, subwayLine=YUS, stationId=STA2, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=1.2568888888888887, timeString=01.26, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856459, subwayLine=YUS, stationId=STA2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=6.066875555555555, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856460, subwayLine=YUS, stationId=STA2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=11.17979111111111, timeString=11.18, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856461, subwayLine=YUS, stationId=OSG2, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=1.9521555555555556, timeString=01.95, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856462, subwayLine=YUS, stationId=OSG2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=6.762142222222222, timeString=06.76, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856463, subwayLine=YUS, stationId=OSG2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=11.875057777777776, timeString=11.88, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856464, subwayLine=YUS, stationId=STP2, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=2.7061244444444448, timeString=02.71, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856465, subwayLine=YUS, stationId=STP2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=7.516111111111112, timeString=07.52, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856466, subwayLine=YUS, stationId=STP2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=12.629026666666665, timeString=12.63, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856467, subwayLine=YUS, stationId=QPK2, trainId=114, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856468, subwayLine=YUS, stationId=QPK2, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=3.848431111111111, timeString=03.85, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16592856469, subwayLine=YUS, stationId=QPK2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=8.658417777777778, timeString=08.66, trainDestination=MUS2, createDate=Sun Sep 17 10:01:15 EDT 2017, systemMessageType=Normal]
