NTASData [id=16593771532, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.634228187919463, timeString=03.63, trainDestination=YIE2, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771533, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=10.564328859060403, timeString=10.56, trainDestination=YIE2, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771534, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.634228187919463, timeString=03.63, trainDestination=YIE2, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771535, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=10.564328859060403, timeString=10.56, trainDestination=YIE2, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771536, subwayLine=SHEP, stationId=BYV1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=3.0563758389261744, timeString=03.06, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771537, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=4.843590604026845, timeString=04.84, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771538, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=1.1174496644295302, timeString=01.12, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771539, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=6.431476510067114, timeString=06.43, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771540, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=4.622114093959731, timeString=04.62, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771541, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=9.936140939597315, timeString=09.94, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771542, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=4.622114093959731, timeString=04.62, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771543, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=9.936140939597315, timeString=09.94, trainDestination=DML1, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771544, subwayLine=SHEP, stationId=LES2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=3.036241610738255, timeString=03.04, trainDestination=YIE2, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771545, subwayLine=SHEP, stationId=BSS2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=4.632181208053691, timeString=04.63, trainDestination=YIE2, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
NTASData [id=16593771546, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=6.423422818791946, timeString=06.42, trainDestination=YIE2, createDate=Sun Sep 17 11:07:33 EDT 2017, systemMessageType=Normal]
