NTASData [id=16593208531, subwayLine=YUS, stationId=NYC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.9473333333333331, timeString=01.95, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208532, subwayLine=YUS, stationId=SHP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.4079866666666665, timeString=03.41, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208533, subwayLine=YUS, stationId=YKM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.988693333333333, timeString=06.99, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208534, subwayLine=YUS, stationId=LAW2, trainId=125, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208535, subwayLine=YUS, stationId=LAW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.501666666666665, timeString=10.50, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208536, subwayLine=YUS, stationId=EGL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.282875555555555, timeString=04.28, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208537, subwayLine=YUS, stationId=EGL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=14.78454222222222, timeString=14.78, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208538, subwayLine=YUS, stationId=DAV2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.8449733333333334, timeString=00.84, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208539, subwayLine=YUS, stationId=DAV2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.892542222222222, timeString=05.89, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208540, subwayLine=YUS, stationId=DAV2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=16.394208888888887, timeString=16.39, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208541, subwayLine=YUS, stationId=STC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.884182222222222, timeString=02.88, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208542, subwayLine=YUS, stationId=STC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=7.931751111111111, timeString=07.93, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208543, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=18.433417777777777, timeString=18.43, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208544, subwayLine=YUS, stationId=SUM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=4.288391111111111, timeString=04.29, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208545, subwayLine=YUS, stationId=SUM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=9.33596, timeString=09.34, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208546, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=19.837626666666665, timeString=19.84, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208547, subwayLine=YUS, stationId=ROS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=5.3070844444444445, timeString=05.31, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208548, subwayLine=YUS, stationId=ROS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=10.354653333333335, timeString=10.35, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208549, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=20.856319999999997, timeString=20.86, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208550, subwayLine=YUS, stationId=BLO2, trainId=123, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208551, subwayLine=YUS, stationId=BLO2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.635093333333334, timeString=06.64, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208552, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=11.682662222222222, timeString=11.68, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208553, subwayLine=YUS, stationId=WEL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208554, subwayLine=YUS, stationId=WEL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=7.58944, timeString=07.59, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208555, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=12.63700888888889, timeString=12.64, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208556, subwayLine=YUS, stationId=COL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=MUS2, createDate=Sun Sep 17 10:25:13 EDT 2017, systemMessageType=Normal]
