NTASData [id=16594571862, subwayLine=YUS, stationId=SHW2, trainId=129, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571863, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571864, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571865, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571866, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571867, subwayLine=YUS, stationId=SHW1, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571868, subwayLine=YUS, stationId=WIL1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=0.5053132444444444, timeString=00.51, trainDestination=FIN1, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571869, subwayLine=YUS, stationId=YKD1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=0.28786666666666666, timeString=00.29, trainDestination=FIN1, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571870, subwayLine=YUS, stationId=YKD1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=1.3716, timeString=01.37, trainDestination=FIN1, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571871, subwayLine=YUS, stationId=YKD1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=2.5208154666666664, timeString=02.52, trainDestination=FIN1, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594571872, subwayLine=YUS, stationId=LWW1, trainId=124, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:07:17 EDT 2017, systemMessageType=Normal]
