NTASData [id=16593024970, subwayLine=YUS, stationId=QPK1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=0.4679244444444445, timeString=00.47, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024971, subwayLine=YUS, stationId=STP1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024972, subwayLine=YUS, stationId=STP1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=1.6186977777777778, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024973, subwayLine=YUS, stationId=OSG1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=0.7511466666666666, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024974, subwayLine=YUS, stationId=OSG1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=2.3698444444444444, timeString=02.37, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024975, subwayLine=YUS, stationId=STA1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.5849844444444445, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024976, subwayLine=YUS, stationId=STA1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=3.2036822222222225, timeString=03.20, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024977, subwayLine=YUS, stationId=UNI1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.4919177777777777, timeString=02.49, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024978, subwayLine=YUS, stationId=UNI1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=4.110615555555556, timeString=04.11, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024979, subwayLine=YUS, stationId=KNG1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.286808888888889, timeString=03.29, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16593024980, subwayLine=YUS, stationId=KNG1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=4.905506666666668, timeString=04.91, trainDestination=FIN1, createDate=Sun Sep 17 10:12:52 EDT 2017, systemMessageType=Normal]
