NTASData [id=16594616079, subwayLine=YUS, stationId=YKD2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=0.2801111111111111, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616094, subwayLine=YUS, stationId=YKD1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=1.50114, timeString=01.50, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616095, subwayLine=YUS, stationId=YKD1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=2.5208154666666664, timeString=02.52, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616096, subwayLine=YUS, stationId=LWW1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=1.5437407407407409, timeString=01.54, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616097, subwayLine=YUS, stationId=LWW1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616098, subwayLine=YUS, stationId=LWW1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=3.5194644444444445, timeString=03.52, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616099, subwayLine=YUS, stationId=GCN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=2.9022296296296295, timeString=02.90, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616100, subwayLine=YUS, stationId=GCN1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616101, subwayLine=YUS, stationId=GCN1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=4.877953333333333, timeString=04.88, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616102, subwayLine=YUS, stationId=EGW1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=0.2779814814814815, timeString=00.28, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616103, subwayLine=YUS, stationId=EGW1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=4.722434074074074, timeString=04.72, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616104, subwayLine=YUS, stationId=EGW1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616105, subwayLine=YUS, stationId=SCW1, trainId=123, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616106, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=0.7879259259259259, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616107, subwayLine=YUS, stationId=SCW1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=4.9774170370370365, timeString=04.98, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616108, subwayLine=YUS, stationId=DUP1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=0.27875925925925926, timeString=00.28, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616109, subwayLine=YUS, stationId=DUP1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=2.624537777777778, timeString=02.62, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616110, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=3.412463703703704, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616111, subwayLine=YUS, stationId=SPA1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=1.2793903703703702, timeString=01.28, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616112, subwayLine=YUS, stationId=SPA1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=3.625168888888889, timeString=03.63, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616113, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=4.413094814814815, timeString=04.41, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616114, subwayLine=YUS, stationId=SGU1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616115, subwayLine=YUS, stationId=SGU1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=2.408997037037037, timeString=02.41, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616116, subwayLine=YUS, stationId=SGU1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=4.754775555555556, timeString=04.75, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616117, subwayLine=YUS, stationId=MUS1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616118, subwayLine=YUS, stationId=MUS1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=3.6109937037037034, timeString=03.61, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616119, subwayLine=YUS, stationId=MUS1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=5.956772222222224, timeString=05.96, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616120, subwayLine=YUS, stationId=QPK1, trainId=111, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616121, subwayLine=YUS, stationId=QPK1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=2.46453, timeString=02.46, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616122, subwayLine=YUS, stationId=QPK1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=4.873527037037037, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616123, subwayLine=YUS, stationId=STP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=1.1507733333333334, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616124, subwayLine=YUS, stationId=STP1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=3.6153033333333333, timeString=03.62, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616125, subwayLine=YUS, stationId=STP1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=6.024300370370371, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616126, subwayLine=YUS, stationId=OSG1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=1.90192, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616127, subwayLine=YUS, stationId=OSG1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=4.36645, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616128, subwayLine=YUS, stationId=OSG1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=6.775447037037036, timeString=06.78, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616129, subwayLine=YUS, stationId=STA1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=2.7357577777777777, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616130, subwayLine=YUS, stationId=STA1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=5.200287777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616131, subwayLine=YUS, stationId=STA1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=7.609284814814815, timeString=07.61, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616132, subwayLine=YUS, stationId=UNI1, trainId=110, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616133, subwayLine=YUS, stationId=UNI1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=3.6426911111111115, timeString=03.64, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616134, subwayLine=YUS, stationId=UNI1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=6.1072211111111105, timeString=06.11, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616135, subwayLine=YUS, stationId=KNG1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=0.7948911111111111, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616136, subwayLine=YUS, stationId=KNG1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.437582222222223, timeString=04.44, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616137, subwayLine=YUS, stationId=KNG1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=6.902112222222222, timeString=06.90, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616138, subwayLine=YUS, stationId=QUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.6205444444444443, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616139, subwayLine=YUS, stationId=QUN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=5.263235555555556, timeString=05.26, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616140, subwayLine=YUS, stationId=QUN1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=7.727765555555553, timeString=07.73, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616141, subwayLine=YUS, stationId=DUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.375077777777778, timeString=02.38, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616142, subwayLine=YUS, stationId=DUN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=6.017768888888888, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616143, subwayLine=YUS, stationId=DUN1, trainId=112, trainMessage=Delayed, trainDirection=North, timeInt=8.482298888888888, timeString=08.48, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616144, subwayLine=YUS, stationId=COL1, trainId=109, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616145, subwayLine=YUS, stationId=COL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=3.2419355555555556, timeString=03.24, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616146, subwayLine=YUS, stationId=COL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=6.884626666666668, timeString=06.88, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616147, subwayLine=YUS, stationId=WEL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=0.9176577777777778, timeString=00.92, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616148, subwayLine=YUS, stationId=WEL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.1595933333333335, timeString=04.16, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616149, subwayLine=YUS, stationId=WEL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.802284444444444, timeString=07.80, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616150, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.8720044444444444, timeString=01.87, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616151, subwayLine=YUS, stationId=BLO1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=5.1139399999999995, timeString=05.11, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616152, subwayLine=YUS, stationId=BLO1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=8.75663111111111, timeString=08.76, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616153, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.2005777777777777, timeString=03.20, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616154, subwayLine=YUS, stationId=ROS1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=6.442513333333334, timeString=06.44, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616155, subwayLine=YUS, stationId=ROS1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=10.085204444444445, timeString=10.09, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616156, subwayLine=YUS, stationId=SUM1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.229995555555556, timeString=04.23, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616157, subwayLine=YUS, stationId=SUM1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=7.471931111111111, timeString=07.47, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616158, subwayLine=YUS, stationId=SUM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=11.114622222222222, timeString=11.11, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616159, subwayLine=YUS, stationId=STC1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.7518400000000001, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616160, subwayLine=YUS, stationId=STC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=5.6381555555555565, timeString=05.64, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616161, subwayLine=YUS, stationId=STC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=8.88009111111111, timeString=08.88, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616162, subwayLine=YUS, stationId=DAV1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=2.7842755555555554, timeString=02.78, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616163, subwayLine=YUS, stationId=DAV1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=7.670591111111111, timeString=07.67, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616164, subwayLine=YUS, stationId=DAV1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=10.912526666666666, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616165, subwayLine=YUS, stationId=EGL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.35616444444444445, timeString=00.36, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616166, subwayLine=YUS, stationId=EGL1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=4.398457777777778, timeString=04.40, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616167, subwayLine=YUS, stationId=EGL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=9.284773333333334, timeString=09.28, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616168, subwayLine=YUS, stationId=LAW1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=3.8375110222222224, timeString=03.84, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616169, subwayLine=YUS, stationId=LAW1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=4.64807111111111, timeString=04.65, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616170, subwayLine=YUS, stationId=LAW1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=8.690364444444445, timeString=08.69, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616171, subwayLine=YUS, stationId=YKM1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=2.320431111111111, timeString=02.32, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616172, subwayLine=YUS, stationId=YKM1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=7.352177688888888, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616173, subwayLine=YUS, stationId=YKM1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=8.162737777777778, timeString=08.16, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616174, subwayLine=YUS, stationId=SHP1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=5.906782222222222, timeString=05.91, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616175, subwayLine=YUS, stationId=SHP1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=10.9385288, timeString=10.94, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616176, subwayLine=YUS, stationId=SHP1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=11.74908888888889, timeString=11.75, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616177, subwayLine=YUS, stationId=NYC1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=7.367999999999999, timeString=07.37, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616178, subwayLine=YUS, stationId=NYC1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=12.399746577777778, timeString=12.40, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616179, subwayLine=YUS, stationId=NYC1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=13.210306666666668, timeString=13.21, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616180, subwayLine=YUS, stationId=FIN1, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616181, subwayLine=YUS, stationId=FIN1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=9.97504, timeString=09.98, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616182, subwayLine=YUS, stationId=FIN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=15.006786577777776, timeString=15.01, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616183, subwayLine=YUS, stationId=FIN2, trainId=118, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616184, subwayLine=YUS, stationId=FIN2, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=9.97504, timeString=09.98, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616185, subwayLine=YUS, stationId=FIN2, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=15.006786577777776, timeString=15.01, trainDestination=FIN1, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616186, subwayLine=YUS, stationId=YKM2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.3706666666666667, timeString=02.37, trainDestination=SHW2, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616187, subwayLine=YUS, stationId=LAW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=5.88364, timeString=05.88, trainDestination=SHW2, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594616188, subwayLine=YUS, stationId=EGL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=10.166515555555556, timeString=10.17, trainDestination=SHW2, createDate=Sun Sep 17 12:10:35 EDT 2017, systemMessageType=Normal]
