NTASData [id=16594126390, subwayLine=YUS, stationId=UNI2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=0.3302, timeString=00.33, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126391, subwayLine=YUS, stationId=UNI2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=3.256328888888889, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126392, subwayLine=YUS, stationId=UNI2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=7.486888888888888, timeString=07.49, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126393, subwayLine=YUS, stationId=STA2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.2568888888888887, timeString=01.26, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126394, subwayLine=YUS, stationId=STA2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.183017777777778, timeString=04.18, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126395, subwayLine=YUS, stationId=STA2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=8.413577777777778, timeString=08.41, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126396, subwayLine=YUS, stationId=OSG2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.9521555555555556, timeString=01.95, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126397, subwayLine=YUS, stationId=OSG2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.878284444444445, timeString=04.88, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126398, subwayLine=YUS, stationId=OSG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=9.108844444444445, timeString=09.11, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126399, subwayLine=YUS, stationId=STP2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=2.7061244444444448, timeString=02.71, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126400, subwayLine=YUS, stationId=STP2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.632253333333333, timeString=05.63, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126401, subwayLine=YUS, stationId=STP2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=9.862813333333333, timeString=09.86, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126402, subwayLine=YUS, stationId=QPK2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=3.848431111111111, timeString=03.85, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126403, subwayLine=YUS, stationId=QPK2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=6.774559999999999, timeString=06.77, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126404, subwayLine=YUS, stationId=QPK2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=11.00512, timeString=11.01, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126405, subwayLine=YUS, stationId=MUS2, trainId=5, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126406, subwayLine=YUS, stationId=MUS2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=5.110964444444444, timeString=05.11, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126407, subwayLine=YUS, stationId=MUS2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=8.037093333333331, timeString=08.04, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126408, subwayLine=YUS, stationId=SGU2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=1.1595222222222223, timeString=01.16, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126409, subwayLine=YUS, stationId=SGU2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=6.270486666666667, timeString=06.27, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126410, subwayLine=YUS, stationId=SGU2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=9.196615555555553, timeString=09.20, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594126411, subwayLine=YUS, stationId=SPA2, trainId=106, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:33:24 EDT 2017, systemMessageType=Normal]
