NTASData [id=16593903458, subwayLine=YUS, stationId=EGL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.5635111111111113, timeString=01.56, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903459, subwayLine=YUS, stationId=EGL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=7.795848888888889, timeString=07.80, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903460, subwayLine=YUS, stationId=EGL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=12.837208888888886, timeString=12.84, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903461, subwayLine=YUS, stationId=DAV2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=3.1731777777777777, timeString=03.17, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903462, subwayLine=YUS, stationId=DAV2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=9.405515555555555, timeString=09.41, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903463, subwayLine=YUS, stationId=DAV2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=14.446875555555556, timeString=14.45, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903464, subwayLine=YUS, stationId=STC2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=5.212386666666667, timeString=05.21, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903465, subwayLine=YUS, stationId=STC2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=11.444724444444443, timeString=11.44, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903466, subwayLine=YUS, stationId=STC2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=16.486084444444444, timeString=16.49, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903467, subwayLine=YUS, stationId=SUM2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=6.616595555555556, timeString=06.62, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903468, subwayLine=YUS, stationId=SUM2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=12.848933333333331, timeString=12.85, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903469, subwayLine=YUS, stationId=SUM2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=17.890293333333332, timeString=17.89, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903470, subwayLine=YUS, stationId=ROS2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=0.2619022222222222, timeString=00.26, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903471, subwayLine=YUS, stationId=ROS2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=7.635288888888889, timeString=07.64, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903472, subwayLine=YUS, stationId=ROS2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=13.867626666666665, timeString=13.87, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903473, subwayLine=YUS, stationId=BLO2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=1.5899111111111113, timeString=01.59, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903474, subwayLine=YUS, stationId=BLO2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=8.963297777777777, timeString=08.96, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903475, subwayLine=YUS, stationId=BLO2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=15.195635555555555, timeString=15.20, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903476, subwayLine=YUS, stationId=WEL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.544257777777778, timeString=02.54, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903477, subwayLine=YUS, stationId=WEL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=9.917644444444443, timeString=09.92, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903478, subwayLine=YUS, stationId=WEL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=16.14998222222222, timeString=16.15, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903479, subwayLine=YUS, stationId=COL2, trainId=106, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903480, subwayLine=YUS, stationId=COL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=3.4737688888888894, timeString=03.47, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903481, subwayLine=YUS, stationId=COL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=10.847155555555554, timeString=10.85, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903482, subwayLine=YUS, stationId=DUN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593903483, subwayLine=YUS, stationId=DUN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.340626666666667, timeString=04.34, trainDestination=SHW2, createDate=Sun Sep 17 11:17:05 EDT 2017, systemMessageType=Normal]
