NTASData [id=16593383898, subwayLine=BD, stationId=HPK2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=0.6114873065015481, timeString=00.61, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383899, subwayLine=BD, stationId=HPK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.900592629102167, timeString=06.90, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383900, subwayLine=BD, stationId=HPK2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=8.123994486687307, timeString=08.12, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383901, subwayLine=BD, stationId=RUN2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.8318445820433436, timeString=01.83, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383902, subwayLine=BD, stationId=RUN2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=8.120949904643965, timeString=08.12, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383903, subwayLine=BD, stationId=RUN2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=9.344351762229103, timeString=09.34, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383904, subwayLine=BD, stationId=JNE2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=3.0467097956656346, timeString=03.05, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383905, subwayLine=BD, stationId=JNE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=9.335815118266256, timeString=09.34, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383906, subwayLine=BD, stationId=JNE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=10.559216975851394, timeString=10.56, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383907, subwayLine=BD, stationId=OML2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=4.650379021671827, timeString=04.65, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383908, subwayLine=BD, stationId=OML2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=10.939484344272447, timeString=10.94, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383909, subwayLine=BD, stationId=OML2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=12.162886201857585, timeString=12.16, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383910, subwayLine=BD, stationId=RYK2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=1.2410587839009288, timeString=01.24, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383911, subwayLine=BD, stationId=RYK2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=7.067632108978328, timeString=07.07, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383912, subwayLine=BD, stationId=RYK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=13.356737431578951, timeString=13.36, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383913, subwayLine=BD, stationId=ISL2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=3.468552639009288, timeString=03.47, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383914, subwayLine=BD, stationId=ISL2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=9.295125964086688, timeString=09.30, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383915, subwayLine=BD, stationId=ISL2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=15.58423128668731, timeString=15.58, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383916, subwayLine=BD, stationId=KIP2, trainId=201, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383917, subwayLine=BD, stationId=KIP2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=1.229768916408669, timeString=01.23, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383918, subwayLine=BD, stationId=KIP2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=5.816951123219814, timeString=05.82, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383919, subwayLine=BD, stationId=KIP1, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=1.229768916408669, timeString=01.23, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383920, subwayLine=BD, stationId=KIP1, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=5.816951123219814, timeString=05.82, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383921, subwayLine=BD, stationId=KIP1, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=11.643524448297214, timeString=11.64, trainDestination=KIP2, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383922, subwayLine=BD, stationId=ISL1, trainId=222, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383923, subwayLine=BD, stationId=RYK1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=2.0049068136222914, timeString=02.00, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383924, subwayLine=BD, stationId=OML1, trainId=221, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383925, subwayLine=BD, stationId=OML1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=4.423892448297214, timeString=04.42, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383926, subwayLine=BD, stationId=JNE1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=1.5957425386996906, timeString=01.60, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383927, subwayLine=BD, stationId=JNE1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=6.019634986996905, timeString=06.02, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383928, subwayLine=BD, stationId=RUN1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=2.7256789597523223, timeString=02.73, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383929, subwayLine=BD, stationId=RUN1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=7.149571408049535, timeString=07.15, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383930, subwayLine=BD, stationId=HPK1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=3.9505657708978332, timeString=03.95, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383931, subwayLine=BD, stationId=HPK1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=8.374458219195047, timeString=08.37, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383932, subwayLine=BD, stationId=KEL1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=0.6916034674922602, timeString=00.69, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383933, subwayLine=BD, stationId=KEL1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=5.1927214365325085, timeString=05.19, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383934, subwayLine=BD, stationId=KEL1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=9.616613884829723, timeString=09.62, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383935, subwayLine=BD, stationId=DNW1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=1.641745634674923, timeString=01.64, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383936, subwayLine=BD, stationId=DNW1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=6.1428636037151705, timeString=06.14, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383937, subwayLine=BD, stationId=DNW1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=10.566756052012387, timeString=10.57, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383938, subwayLine=BD, stationId=LAN1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=3.0631010526315796, timeString=03.06, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383939, subwayLine=BD, stationId=LAN1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=7.564219021671827, timeString=07.56, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383940, subwayLine=BD, stationId=LAN1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=11.988111469969041, timeString=11.99, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383941, subwayLine=BD, stationId=DUF1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=3.9426107739938088, timeString=03.94, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383942, subwayLine=BD, stationId=DUF1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=8.443728743034056, timeString=08.44, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383943, subwayLine=BD, stationId=DUF1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=12.867621191331272, timeString=12.87, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383944, subwayLine=BD, stationId=OSS1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=0.5933691640866874, timeString=00.59, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383945, subwayLine=BD, stationId=OSS1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=5.192410030959753, timeString=05.19, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383946, subwayLine=BD, stationId=OSS1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=9.693528, timeString=09.69, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383947, subwayLine=BD, stationId=CHR1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=1.826845107120743, timeString=01.83, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383948, subwayLine=BD, stationId=CHR1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=6.425885973993809, timeString=06.43, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383949, subwayLine=BD, stationId=CHR1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=10.927003943034057, timeString=10.93, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593383950, subwayLine=BD, stationId=BAT1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=2.8102510513931893, timeString=02.81, trainDestination=KEN1, createDate=Sun Sep 17 10:38:07 EDT 2017, systemMessageType=Normal]
