NTASData [id=16593966687, subwayLine=YUS, stationId=STA2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=0.6716888888888889, timeString=00.67, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966688, subwayLine=YUS, stationId=STA2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.183017777777778, timeString=04.18, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966689, subwayLine=YUS, stationId=STA2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=10.194835555555555, timeString=10.19, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966690, subwayLine=YUS, stationId=OSG2, trainId=104, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966691, subwayLine=YUS, stationId=OSG2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.3669555555555557, timeString=01.37, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966692, subwayLine=YUS, stationId=OSG2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.878284444444445, timeString=04.88, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966693, subwayLine=YUS, stationId=STP2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.7539688888888889, timeString=00.75, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966694, subwayLine=YUS, stationId=STP2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.1209244444444444, timeString=02.12, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966695, subwayLine=YUS, stationId=STP2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=5.632253333333333, timeString=05.63, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966696, subwayLine=YUS, stationId=QPK2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.8962755555555555, timeString=01.90, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966697, subwayLine=YUS, stationId=QPK2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.263231111111111, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593966698, subwayLine=YUS, stationId=QPK2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=6.774559999999999, timeString=06.77, trainDestination=SHW2, createDate=Sun Sep 17 11:21:38 EDT 2017, systemMessageType=Normal]
