NTASData [id=16593433166, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.41599555555555556, timeString=00.42, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433167, subwayLine=YUS, stationId=SUM2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.445937777777777, timeString=05.45, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433168, subwayLine=YUS, stationId=SUM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=9.33596, timeString=09.34, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433169, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.4346888888888891, timeString=01.43, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433170, subwayLine=YUS, stationId=ROS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.464631111111112, timeString=06.46, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433171, subwayLine=YUS, stationId=ROS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=10.354653333333335, timeString=10.35, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433172, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.7626977777777775, timeString=02.76, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433173, subwayLine=YUS, stationId=BLO2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.7926400000000005, timeString=07.79, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433174, subwayLine=YUS, stationId=BLO2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.682662222222222, timeString=11.68, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433175, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.717044444444445, timeString=03.72, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433176, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.746986666666666, timeString=08.75, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433177, subwayLine=YUS, stationId=WEL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=12.63700888888889, timeString=12.64, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433178, subwayLine=YUS, stationId=COL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.646555555555556, timeString=04.65, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433179, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=9.676497777777776, timeString=09.68, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433180, subwayLine=YUS, stationId=COL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=13.56652, timeString=13.57, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433181, subwayLine=YUS, stationId=DUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=5.513413333333334, timeString=05.51, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433182, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=10.543355555555555, timeString=10.54, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433183, subwayLine=YUS, stationId=DUN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=14.433377777777778, timeString=14.43, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433184, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.5017911111111111, timeString=00.50, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433185, subwayLine=YUS, stationId=QUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.270204444444445, timeString=06.27, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433186, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=11.300146666666667, timeString=11.30, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433187, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.3274444444444446, timeString=01.33, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433188, subwayLine=YUS, stationId=KNG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=7.095857777777779, timeString=07.10, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433189, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=12.125799999999998, timeString=12.13, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433190, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.134471111111111, timeString=02.13, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433191, subwayLine=YUS, stationId=UNI2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=7.902884444444444, timeString=07.90, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433192, subwayLine=YUS, stationId=UNI2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=12.932826666666665, timeString=12.93, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433193, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433194, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.06116, timeString=03.06, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433195, subwayLine=YUS, stationId=STA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.829573333333332, timeString=08.83, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433196, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.6952666666666667, timeString=00.70, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433197, subwayLine=YUS, stationId=OSG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.7564266666666666, timeString=03.76, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433198, subwayLine=YUS, stationId=OSG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.52484, timeString=09.52, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433199, subwayLine=YUS, stationId=STP2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.4492355555555556, timeString=01.45, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433200, subwayLine=YUS, stationId=STP2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.510395555555555, timeString=04.51, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433201, subwayLine=YUS, stationId=STP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.27880888888889, timeString=10.28, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433202, subwayLine=YUS, stationId=QPK2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.591542222222222, timeString=02.59, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433203, subwayLine=YUS, stationId=QPK2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.6527022222222225, timeString=05.65, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433204, subwayLine=YUS, stationId=QPK2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.421115555555556, timeString=11.42, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433205, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433206, subwayLine=YUS, stationId=MUS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.8540755555555553, timeString=03.85, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433207, subwayLine=YUS, stationId=MUS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.9152355555555545, timeString=06.92, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433208, subwayLine=YUS, stationId=MUS1, trainId=111, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433209, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433210, subwayLine=YUS, stationId=MUS1, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.8540755555555553, timeString=03.85, trainDestination=MUS2, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433211, subwayLine=YUS, stationId=KNG1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=0.3781777777777778, timeString=00.38, trainDestination=FIN1, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433212, subwayLine=YUS, stationId=QUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.203831111111111, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 10:41:46 EDT 2017, systemMessageType=Normal]
