NTASData [id=16594521826, subwayLine=YUS, stationId=DUN1, trainId=108, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521827, subwayLine=YUS, stationId=DUN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.860848888888889, timeString=03.86, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521828, subwayLine=YUS, stationId=DUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=7.730898222222221, timeString=07.73, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521829, subwayLine=YUS, stationId=COL1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.8668577777777778, timeString=00.87, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521830, subwayLine=YUS, stationId=COL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.727706666666666, timeString=04.73, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521831, subwayLine=YUS, stationId=COL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=8.597756, timeString=08.60, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521832, subwayLine=YUS, stationId=WEL1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.7845155555555554, timeString=01.78, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521833, subwayLine=YUS, stationId=WEL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=5.645364444444445, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521834, subwayLine=YUS, stationId=WEL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=9.515413777777777, timeString=09.52, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521835, subwayLine=YUS, stationId=BLO1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=2.7388622222222225, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521836, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.599711111111111, timeString=06.60, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521837, subwayLine=YUS, stationId=BLO1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=10.469760444444443, timeString=10.47, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521838, subwayLine=YUS, stationId=ROS1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=4.067435555555556, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521839, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=7.928284444444444, timeString=07.93, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521840, subwayLine=YUS, stationId=ROS1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=11.798333777777776, timeString=11.80, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521841, subwayLine=YUS, stationId=SUM1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.34543999999999997, timeString=00.35, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521842, subwayLine=YUS, stationId=SUM1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=5.096853333333334, timeString=05.10, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594521843, subwayLine=YUS, stationId=SUM1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=8.957702222222222, timeString=08.96, trainDestination=FIN1, createDate=Sun Sep 17 12:03:28 EDT 2017, systemMessageType=Normal]
