NTASData [id=16593312504, subwayLine=BD, stationId=HPK2, trainId=203, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312505, subwayLine=BD, stationId=HPK2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=5.836950092879258, timeString=05.84, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312506, subwayLine=BD, stationId=HPK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=10.733858882972138, timeString=10.73, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312507, subwayLine=BD, stationId=RUN2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=1.2203572755417957, timeString=01.22, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312508, subwayLine=BD, stationId=RUN2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=7.057307368421053, timeString=07.06, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312509, subwayLine=BD, stationId=RUN2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=11.954216158513931, timeString=11.95, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312510, subwayLine=BD, stationId=JNE2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=2.4352224891640866, timeString=02.44, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312511, subwayLine=BD, stationId=JNE2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=8.272172582043344, timeString=08.27, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312512, subwayLine=BD, stationId=JNE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=13.169081372136223, timeString=13.17, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312513, subwayLine=BD, stationId=OML2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=4.038891715170279, timeString=04.04, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312514, subwayLine=BD, stationId=OML2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=9.875841808049538, timeString=09.88, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312515, subwayLine=BD, stationId=OML2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=14.772750598142414, timeString=14.77, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312516, subwayLine=BD, stationId=RYK2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=1.4703665238390096, timeString=01.47, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16593312517, subwayLine=BD, stationId=RYK2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=6.45614480247678, timeString=06.46, trainDestination=KIP2, createDate=Sun Sep 17 10:32:40 EDT 2017, systemMessageType=Normal]
