NTASData [id=16593714744, subwayLine=YUS, stationId=WEL1, trainId=115, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714786, subwayLine=YUS, stationId=EGL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.5635111111111113, timeString=01.56, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714787, subwayLine=YUS, stationId=EGL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.282875555555555, timeString=04.28, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714788, subwayLine=YUS, stationId=EGL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=9.573848888888888, timeString=09.57, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714789, subwayLine=YUS, stationId=DAV2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.1731777777777777, timeString=03.17, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714790, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.892542222222222, timeString=05.89, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714791, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=11.183515555555555, timeString=11.18, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714792, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714793, subwayLine=YUS, stationId=STC2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.212386666666667, timeString=05.21, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714794, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.931751111111111, timeString=07.93, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714795, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=1.4042088888888888, timeString=01.40, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714796, subwayLine=YUS, stationId=SUM2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=6.616595555555556, timeString=06.62, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714797, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=9.33596, timeString=09.34, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714798, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.4229022222222225, timeString=02.42, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714799, subwayLine=YUS, stationId=ROS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.635288888888889, timeString=07.64, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714800, subwayLine=YUS, stationId=ROS2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=10.354653333333335, timeString=10.35, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714801, subwayLine=YUS, stationId=BLO2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.073008888888889, timeString=01.07, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714802, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.7509111111111113, timeString=03.75, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714803, subwayLine=YUS, stationId=BLO2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=8.963297777777777, timeString=08.96, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714804, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.0273555555555554, timeString=02.03, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714805, subwayLine=YUS, stationId=WEL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.705257777777778, timeString=04.71, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714806, subwayLine=YUS, stationId=WEL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.917644444444443, timeString=09.92, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714807, subwayLine=YUS, stationId=COL2, trainId=101, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714808, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.9568666666666665, timeString=02.96, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714809, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.634768888888889, timeString=05.63, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714810, subwayLine=YUS, stationId=DUN2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714811, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=3.8237244444444447, timeString=03.82, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714812, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.501626666666667, timeString=06.50, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714813, subwayLine=YUS, stationId=QUN2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.623648888888889, timeString=01.62, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714814, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.5805155555555555, timeString=04.58, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714815, subwayLine=YUS, stationId=QUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.258417777777778, timeString=07.26, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714816, subwayLine=YUS, stationId=KNG2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.4493022222222223, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714817, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.406168888888889, timeString=05.41, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714818, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=8.084071111111111, timeString=08.08, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714819, subwayLine=YUS, stationId=UNI2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=3.256328888888889, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714820, subwayLine=YUS, stationId=UNI2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.213195555555556, timeString=06.21, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714821, subwayLine=YUS, stationId=UNI2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=8.891097777777777, timeString=08.89, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714822, subwayLine=YUS, stationId=STA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=4.183017777777778, timeString=04.18, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714823, subwayLine=YUS, stationId=STA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.139884444444444, timeString=07.14, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714824, subwayLine=YUS, stationId=STA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=9.817786666666667, timeString=09.82, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714825, subwayLine=YUS, stationId=OSG2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=4.878284444444445, timeString=04.88, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714826, subwayLine=YUS, stationId=OSG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.835151111111111, timeString=07.84, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714827, subwayLine=YUS, stationId=OSG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=10.513053333333332, timeString=10.51, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714828, subwayLine=YUS, stationId=STP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=5.632253333333333, timeString=05.63, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714829, subwayLine=YUS, stationId=STP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.58912, timeString=08.59, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714830, subwayLine=YUS, stationId=STP2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=11.26702222222222, timeString=11.27, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714831, subwayLine=YUS, stationId=QPK2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=0.8873066666666667, timeString=00.89, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714832, subwayLine=YUS, stationId=QPK2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=6.774559999999999, timeString=06.77, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714833, subwayLine=YUS, stationId=QPK2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=9.731426666666666, timeString=09.73, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714834, subwayLine=YUS, stationId=MUS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.14984, timeString=02.15, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714835, subwayLine=YUS, stationId=MUS2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=8.037093333333331, timeString=08.04, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714836, subwayLine=YUS, stationId=MUS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=10.99396, timeString=10.99, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714837, subwayLine=YUS, stationId=SGU2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=3.309362222222222, timeString=03.31, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714838, subwayLine=YUS, stationId=SGU2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=9.196615555555553, timeString=09.20, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714839, subwayLine=YUS, stationId=SGU2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=12.153482222222221, timeString=12.15, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714840, subwayLine=YUS, stationId=SPA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.6282266666666666, timeString=00.63, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714841, subwayLine=YUS, stationId=SPA2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=4.477068888888889, timeString=04.48, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714842, subwayLine=YUS, stationId=SPA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=10.36432222222222, timeString=10.36, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714843, subwayLine=YUS, stationId=DUP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.6260355555555557, timeString=01.63, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714844, subwayLine=YUS, stationId=DUP2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=5.4748777777777775, timeString=05.47, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714845, subwayLine=YUS, stationId=DUP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=11.36213111111111, timeString=11.36, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714846, subwayLine=YUS, stationId=SCW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.2505733333333335, timeString=04.25, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714847, subwayLine=YUS, stationId=SCW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=8.099415555555556, timeString=08.10, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714848, subwayLine=YUS, stationId=SCW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=13.986668888888888, timeString=13.99, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714849, subwayLine=YUS, stationId=EGW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.711537037037037, timeString=03.71, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714850, subwayLine=YUS, stationId=EGW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.063744444444445, timeString=09.06, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714851, subwayLine=YUS, stationId=EGW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=12.912586666666666, timeString=12.91, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714852, subwayLine=YUS, stationId=GCN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.531177037037037, timeString=05.53, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16593714853, subwayLine=YUS, stationId=GCN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.883384444444445, timeString=10.88, trainDestination=SHW2, createDate=Sun Sep 17 11:03:24 EDT 2017, systemMessageType=Normal]
