NTASData [id=16594205510, subwayLine=BD, stationId=MST1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=0.515800866873065, timeString=00.52, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205511, subwayLine=BD, stationId=MST1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=4.266189473684211, timeString=04.27, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205512, subwayLine=BD, stationId=MST1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=8.190471083591332, timeString=08.19, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205513, subwayLine=BD, stationId=VPK1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=2.6913239628482972, timeString=02.69, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205514, subwayLine=BD, stationId=VPK1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=6.441712569659444, timeString=06.44, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205515, subwayLine=BD, stationId=VPK1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=10.365994179566563, timeString=10.37, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205516, subwayLine=BD, stationId=WAR1, trainId=204, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205517, subwayLine=BD, stationId=WAR1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=6.633649040247678, timeString=06.63, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205518, subwayLine=BD, stationId=WAR1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=10.384037647058825, timeString=10.38, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205519, subwayLine=BD, stationId=KEN1, trainId=202, trainMessage=Delayed, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594205520, subwayLine=BD, stationId=KEN1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=2.6602019219814244, timeString=02.66, trainDestination=KEN1, createDate=Sun Sep 17 11:39:17 EDT 2017, systemMessageType=Normal]
