NTASData [id=16593346635, subwayLine=YUS, stationId=QPK1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.0075333333333334, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346636, subwayLine=YUS, stationId=STP1, trainId=109, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346637, subwayLine=YUS, stationId=STP1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.1583066666666664, timeString=02.16, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346638, subwayLine=YUS, stationId=OSG1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=0.7511466666666666, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346639, subwayLine=YUS, stationId=OSG1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.9094533333333334, timeString=02.91, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346640, subwayLine=YUS, stationId=STA1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.5849844444444445, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346641, subwayLine=YUS, stationId=STA1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=3.743291111111111, timeString=03.74, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346642, subwayLine=YUS, stationId=UNI1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.4919177777777777, timeString=02.49, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346643, subwayLine=YUS, stationId=UNI1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.6502244444444445, timeString=04.65, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346644, subwayLine=YUS, stationId=KNG1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.286808888888889, timeString=03.29, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593346645, subwayLine=YUS, stationId=KNG1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=5.445115555555555, timeString=05.45, trainDestination=FIN1, createDate=Sun Sep 17 10:35:13 EDT 2017, systemMessageType=Normal]
