NTASData [id=16593706815, subwayLine=YUS, stationId=DUP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=2.075314814814815, timeString=02.08, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706826, subwayLine=YUS, stationId=STA1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.40584037037037, timeString=09.41, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706827, subwayLine=YUS, stationId=UNI1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=0.9069333333333333, timeString=00.91, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706828, subwayLine=YUS, stationId=UNI1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=3.250531111111111, timeString=03.25, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706829, subwayLine=YUS, stationId=UNI1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=10.312773703703703, timeString=10.31, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706830, subwayLine=YUS, stationId=KNG1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=1.7018244444444444, timeString=01.70, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706831, subwayLine=YUS, stationId=KNG1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.045422222222222, timeString=04.05, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706832, subwayLine=YUS, stationId=KNG1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=11.107664814814814, timeString=11.11, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706833, subwayLine=YUS, stationId=QUN1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=2.527477777777778, timeString=02.53, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706834, subwayLine=YUS, stationId=QUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.871075555555556, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706835, subwayLine=YUS, stationId=QUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=11.933318148148146, timeString=11.93, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706836, subwayLine=YUS, stationId=DUN1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=3.282011111111111, timeString=03.28, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706837, subwayLine=YUS, stationId=DUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=5.625608888888889, timeString=05.63, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706838, subwayLine=YUS, stationId=DUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.68785148148148, timeString=12.69, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706839, subwayLine=YUS, stationId=COL1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=4.148868888888889, timeString=04.15, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706840, subwayLine=YUS, stationId=COL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=6.492466666666667, timeString=06.49, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706841, subwayLine=YUS, stationId=COL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=13.554709259259257, timeString=13.55, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706842, subwayLine=YUS, stationId=WEL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=0.6626577777777778, timeString=00.66, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706843, subwayLine=YUS, stationId=WEL1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706844, subwayLine=YUS, stationId=WEL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=7.410124444444445, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706845, subwayLine=YUS, stationId=BLO1, trainId=114, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706846, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=1.6170044444444445, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706847, subwayLine=YUS, stationId=BLO1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706848, subwayLine=YUS, stationId=ROS1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706849, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.9455777777777774, timeString=02.95, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706850, subwayLine=YUS, stationId=ROS1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706851, subwayLine=YUS, stationId=SUM1, trainId=112, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706852, subwayLine=YUS, stationId=SUM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706853, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=3.9749955555555556, timeString=03.97, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706854, subwayLine=YUS, stationId=STC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=1.40816, timeString=01.41, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706855, subwayLine=YUS, stationId=STC1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706856, subwayLine=YUS, stationId=STC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=5.383155555555556, timeString=05.38, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706857, subwayLine=YUS, stationId=DAV1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=3.4405955555555554, timeString=03.44, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706858, subwayLine=YUS, stationId=DAV1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706859, subwayLine=YUS, stationId=DAV1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=7.415591111111111, timeString=07.42, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706860, subwayLine=YUS, stationId=EGL1, trainId=111, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706861, subwayLine=YUS, stationId=EGL1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=5.054777777777778, timeString=05.05, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706862, subwayLine=YUS, stationId=EGL1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706863, subwayLine=YUS, stationId=LAW1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.291906666666667, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706864, subwayLine=YUS, stationId=LAW1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=9.346684444444444, timeString=09.35, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706865, subwayLine=YUS, stationId=LAW1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=11.704675555555555, timeString=11.70, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706866, subwayLine=YUS, stationId=YKM1, trainId=110, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706867, subwayLine=YUS, stationId=YKM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.806573333333333, timeString=07.81, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706868, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=12.861351111111112, timeString=12.86, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706869, subwayLine=YUS, stationId=SHP1, trainId=109, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706870, subwayLine=YUS, stationId=SHP1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=3.586351111111111, timeString=03.59, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706871, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=11.392924444444445, timeString=11.39, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706872, subwayLine=YUS, stationId=NYC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.4612177777777777, timeString=01.46, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706873, subwayLine=YUS, stationId=NYC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=5.047568888888888, timeString=05.05, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706874, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=12.854142222222222, timeString=12.85, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706875, subwayLine=YUS, stationId=FIN1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.5288844444444445, timeString=00.53, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706876, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.068257777777778, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706877, subwayLine=YUS, stationId=FIN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=7.654608888888888, timeString=07.65, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706878, subwayLine=YUS, stationId=FIN2, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.5288844444444445, timeString=00.53, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706879, subwayLine=YUS, stationId=FIN2, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.068257777777778, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706880, subwayLine=YUS, stationId=FIN2, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=7.654608888888888, timeString=07.65, trainDestination=FIN1, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706881, subwayLine=YUS, stationId=YKM2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.7657777777777777, timeString=02.77, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706882, subwayLine=YUS, stationId=LAW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=0.24835555555555555, timeString=00.25, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706883, subwayLine=YUS, stationId=LAW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=6.278751111111111, timeString=06.28, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706884, subwayLine=YUS, stationId=EGL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.4101777777777778, timeString=02.41, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706885, subwayLine=YUS, stationId=EGL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.531231111111111, timeString=04.53, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706886, subwayLine=YUS, stationId=EGL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.561626666666665, timeString=10.56, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706887, subwayLine=YUS, stationId=DAV2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=4.019844444444445, timeString=04.02, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706888, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.140897777777777, timeString=06.14, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706889, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=12.171293333333335, timeString=12.17, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706890, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.9414933333333334, timeString=00.94, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706891, subwayLine=YUS, stationId=STC2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=6.059053333333333, timeString=06.06, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706892, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=8.180106666666667, timeString=08.18, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706893, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.345702222222222, timeString=02.35, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706894, subwayLine=YUS, stationId=SUM2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.463262222222222, timeString=07.46, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706895, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=9.584315555555555, timeString=09.58, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706896, subwayLine=YUS, stationId=ROS2, trainId=3, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706897, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.3643955555555554, timeString=03.36, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706898, subwayLine=YUS, stationId=ROS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=8.481955555555556, timeString=08.48, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706899, subwayLine=YUS, stationId=BLO2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.3280088888888888, timeString=01.33, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706900, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.692404444444445, timeString=04.69, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706901, subwayLine=YUS, stationId=BLO2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.809964444444445, timeString=09.81, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706902, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.2823555555555552, timeString=02.28, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706903, subwayLine=YUS, stationId=WEL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.6467511111111115, timeString=05.65, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706904, subwayLine=YUS, stationId=WEL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=10.76431111111111, timeString=10.76, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706905, subwayLine=YUS, stationId=COL2, trainId=101, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706906, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=3.211866666666667, timeString=03.21, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706907, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.576262222222223, timeString=06.58, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706908, subwayLine=YUS, stationId=DUN2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706909, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.078724444444445, timeString=04.08, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706910, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.44312, timeString=07.44, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706911, subwayLine=YUS, stationId=QUN2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.623648888888889, timeString=01.62, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706912, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.835515555555555, timeString=04.84, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706913, subwayLine=YUS, stationId=QUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=8.199911111111112, timeString=08.20, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706914, subwayLine=YUS, stationId=KNG2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.4493022222222223, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706915, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.66116888888889, timeString=05.66, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706916, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=9.025564444444443, timeString=09.03, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706917, subwayLine=YUS, stationId=UNI2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=3.256328888888889, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706918, subwayLine=YUS, stationId=UNI2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.468195555555555, timeString=06.47, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706919, subwayLine=YUS, stationId=UNI2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=9.83259111111111, timeString=09.83, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706920, subwayLine=YUS, stationId=STA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=4.183017777777778, timeString=04.18, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706921, subwayLine=YUS, stationId=STA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.394884444444443, timeString=07.39, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706922, subwayLine=YUS, stationId=STA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=10.759279999999999, timeString=10.76, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706923, subwayLine=YUS, stationId=OSG2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=4.878284444444445, timeString=04.88, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706924, subwayLine=YUS, stationId=OSG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.09015111111111, timeString=08.09, trainDestination=SHW2, createDate=Sun Sep 17 11:02:51 EDT 2017, systemMessageType=Normal]
