NTASData [id=16593577315, subwayLine=BD, stationId=ISL1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=1.7129174934984523, timeString=01.71, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577316, subwayLine=BD, stationId=RYK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=3.7178243071207437, timeString=03.72, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577317, subwayLine=BD, stationId=OML1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=6.136809941795667, timeString=06.14, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577318, subwayLine=BD, stationId=JNE1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=1.258644705882353, timeString=01.26, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577319, subwayLine=BD, stationId=JNE1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=7.7325524804953565, timeString=07.73, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577320, subwayLine=BD, stationId=RUN1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=2.3885811269349846, timeString=02.39, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577321, subwayLine=BD, stationId=RUN1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=8.862488901547989, timeString=08.86, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577322, subwayLine=BD, stationId=HPK1, trainId=201, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577323, subwayLine=BD, stationId=HPK1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=3.613467938080496, timeString=03.61, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577324, subwayLine=BD, stationId=HPK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=10.0873757126935, timeString=10.09, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577325, subwayLine=BD, stationId=KEL1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=1.2421556656346753, timeString=01.24, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577326, subwayLine=BD, stationId=KEL1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=4.855623603715171, timeString=04.86, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577327, subwayLine=BD, stationId=KEL1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=11.329531378328175, timeString=11.33, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593577328, subwayLine=BD, stationId=DNW1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=2.1922978328173377, timeString=02.19, trainDestination=KEN1, createDate=Sun Sep 17 10:52:35 EDT 2017, systemMessageType=Normal]
