NTASData [id=16594166671, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=0.674496644295302, timeString=00.67, trainDestination=DML1, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166672, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=6.879765100671141, timeString=06.88, trainDestination=DML1, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166673, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=0.674496644295302, timeString=00.67, trainDestination=DML1, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166674, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=6.879765100671141, timeString=06.88, trainDestination=DML1, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166675, subwayLine=SHEP, stationId=LES2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=0.7409395973154362, timeString=00.74, trainDestination=YIE2, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166676, subwayLine=SHEP, stationId=BSS2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=2.3368791946308725, timeString=02.34, trainDestination=YIE2, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166677, subwayLine=SHEP, stationId=BYV2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=4.128120805369127, timeString=04.13, trainDestination=YIE2, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166678, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=1.006711409395973, timeString=01.01, trainDestination=YIE2, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166679, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=8.269026845637583, timeString=08.27, trainDestination=YIE2, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166680, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=1.006711409395973, timeString=01.01, trainDestination=YIE2, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166681, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=8.269026845637583, timeString=08.27, trainDestination=YIE2, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166682, subwayLine=SHEP, stationId=BYV1, trainId=461, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=DML1, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166683, subwayLine=SHEP, stationId=BSS1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=1.787214765100671, timeString=01.79, trainDestination=DML1, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594166684, subwayLine=SHEP, stationId=LES1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=3.37510067114094, timeString=03.38, trainDestination=DML1, createDate=Sun Sep 17 11:36:21 EDT 2017, systemMessageType=Normal]
