NTASData [id=16593746205, subwayLine=YUS, stationId=SPA1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=0.37761333333333336, timeString=00.38, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746233, subwayLine=YUS, stationId=QUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.234985555555554, timeString=09.23, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746234, subwayLine=YUS, stationId=QUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=22.666861111111114, timeString=22.67, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746235, subwayLine=YUS, stationId=DUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=3.282011111111111, timeString=03.28, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746236, subwayLine=YUS, stationId=DUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.989518888888888, timeString=09.99, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746237, subwayLine=YUS, stationId=DUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=23.421394444444445, timeString=23.42, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746238, subwayLine=YUS, stationId=COL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.148868888888889, timeString=04.15, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746239, subwayLine=YUS, stationId=COL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=10.856376666666666, timeString=10.86, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746240, subwayLine=YUS, stationId=COL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=24.288252222222226, timeString=24.29, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746241, subwayLine=YUS, stationId=WEL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746242, subwayLine=YUS, stationId=WEL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=11.774034444444444, timeString=11.77, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746243, subwayLine=YUS, stationId=WEL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=25.205910000000003, timeString=25.21, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746244, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=0.2737555555555556, timeString=00.27, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746245, subwayLine=YUS, stationId=BLO1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746246, subwayLine=YUS, stationId=BLO1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.72838111111111, timeString=12.73, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746247, subwayLine=YUS, stationId=ROS1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=0.5458177777777777, timeString=00.55, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746248, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=1.6023288888888887, timeString=01.60, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746249, subwayLine=YUS, stationId=ROS1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746250, subwayLine=YUS, stationId=SUM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=1.5752355555555555, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746251, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.6317466666666665, timeString=02.63, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746252, subwayLine=YUS, stationId=SUM1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=8.378864444444444, timeString=08.38, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746253, subwayLine=YUS, stationId=STC1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=2.983395555555556, timeString=02.98, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746254, subwayLine=YUS, stationId=STC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.039906666666666, timeString=04.04, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746255, subwayLine=YUS, stationId=STC1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=9.787024444444443, timeString=09.79, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746256, subwayLine=YUS, stationId=DAV1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=1.3230577777777777, timeString=01.32, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746257, subwayLine=YUS, stationId=DAV1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.015831111111111, timeString=05.02, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746258, subwayLine=YUS, stationId=DAV1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=6.072342222222222, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746259, subwayLine=YUS, stationId=EGL1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=2.9372399999999996, timeString=02.94, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746260, subwayLine=YUS, stationId=EGL1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=6.630013333333334, timeString=06.63, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746261, subwayLine=YUS, stationId=EGL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=7.686524444444444, timeString=07.69, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746262, subwayLine=YUS, stationId=LAW1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=0.3031066666666667, timeString=00.30, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746263, subwayLine=YUS, stationId=LAW1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=7.229146666666666, timeString=07.23, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746264, subwayLine=YUS, stationId=LAW1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=10.92192, timeString=10.92, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746265, subwayLine=YUS, stationId=YKM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=3.8177733333333332, timeString=03.82, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746266, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=10.743813333333334, timeString=10.74, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746267, subwayLine=YUS, stationId=YKM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=14.436586666666667, timeString=14.44, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746268, subwayLine=YUS, stationId=SHP1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=0.3059288888888889, timeString=00.31, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746269, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.404124444444443, timeString=07.40, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746270, subwayLine=YUS, stationId=SHP1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=14.330164444444442, timeString=14.33, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746271, subwayLine=YUS, stationId=NYC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.7671466666666666, timeString=01.77, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746272, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=8.865342222222223, timeString=08.87, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746273, subwayLine=YUS, stationId=NYC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=15.791382222222223, timeString=15.79, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746274, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.0528844444444445, timeString=02.05, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746275, subwayLine=YUS, stationId=FIN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.374186666666667, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746276, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=11.472382222222222, timeString=11.47, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746277, subwayLine=YUS, stationId=FIN2, trainId=108, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746278, subwayLine=YUS, stationId=FIN2, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.0528844444444445, timeString=02.05, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746279, subwayLine=YUS, stationId=FIN2, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.374186666666667, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746280, subwayLine=YUS, stationId=LAW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.568222222222222, timeString=02.57, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746281, subwayLine=YUS, stationId=EGL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.5635111111111113, timeString=01.56, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746282, subwayLine=YUS, stationId=EGL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=6.851097777777777, timeString=06.85, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746283, subwayLine=YUS, stationId=DAV2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.4967111111111111, timeString=00.50, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746284, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.1731777777777777, timeString=03.17, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746285, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=8.460764444444445, timeString=08.46, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746286, subwayLine=YUS, stationId=STC2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.53592, timeString=02.54, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746287, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.212386666666667, timeString=05.21, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746288, subwayLine=YUS, stationId=STC2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.499973333333333, timeString=10.50, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746289, subwayLine=YUS, stationId=SUM2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.9401288888888883, timeString=03.94, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746290, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.616595555555556, timeString=06.62, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746291, subwayLine=YUS, stationId=SUM2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=11.904182222222223, timeString=11.90, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746292, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.527191111111111, timeString=00.53, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746293, subwayLine=YUS, stationId=ROS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=4.9588222222222225, timeString=04.96, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746294, subwayLine=YUS, stationId=ROS2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.635288888888889, timeString=07.64, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746295, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=1.8552, timeString=01.86, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746296, subwayLine=YUS, stationId=BLO2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=6.286831111111113, timeString=06.29, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746297, subwayLine=YUS, stationId=BLO2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=8.963297777777777, timeString=08.96, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746298, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746299, subwayLine=YUS, stationId=WEL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.809546666666667, timeString=02.81, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746300, subwayLine=YUS, stationId=WEL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.241177777777779, timeString=07.24, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746301, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.9295111111111111, timeString=00.93, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746302, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.7390577777777776, timeString=03.74, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746303, subwayLine=YUS, stationId=COL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=8.17068888888889, timeString=08.17, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746304, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.7963688888888891, timeString=01.80, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746305, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.605915555555555, timeString=04.61, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746306, subwayLine=YUS, stationId=DUN2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.037546666666668, timeString=09.04, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746307, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.55316, timeString=02.55, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746308, subwayLine=YUS, stationId=QUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.362706666666666, timeString=05.36, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746309, subwayLine=YUS, stationId=QUN2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.794337777777779, timeString=09.79, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746310, subwayLine=YUS, stationId=KNG2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=0.3917244444444445, timeString=00.39, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746311, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=3.378813333333334, timeString=03.38, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746312, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.188359999999999, timeString=06.19, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746313, subwayLine=YUS, stationId=UNI2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.198751111111111, timeString=01.20, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16593746314, subwayLine=YUS, stationId=UNI2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.185840000000001, timeString=04.19, trainDestination=SHW2, createDate=Sun Sep 17 11:05:44 EDT 2017, systemMessageType=Normal]
