NTASData [id=16593264451, subwayLine=YUS, stationId=FIN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=0.2765777777777778, timeString=00.28, trainDestination=FIN2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264452, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.230275555555555, timeString=07.23, trainDestination=FIN1, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264453, subwayLine=YUS, stationId=FIN2, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=17.357586666666666, timeString=17.36, trainDestination=FIN1, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264454, subwayLine=YUS, stationId=YKM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.9915555555555557, timeString=02.99, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264455, subwayLine=YUS, stationId=LAW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.504528888888889, timeString=06.50, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264456, subwayLine=YUS, stationId=EGL2, trainId=125, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264457, subwayLine=YUS, stationId=EGL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.787404444444444, timeString=10.79, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264458, subwayLine=YUS, stationId=DAV2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264459, subwayLine=YUS, stationId=DAV2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.397071111111112, timeString=12.40, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264460, subwayLine=YUS, stationId=STC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264461, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=14.436279999999998, timeString=14.44, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264462, subwayLine=YUS, stationId=SUM2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264463, subwayLine=YUS, stationId=SUM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264464, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=15.840488888888888, timeString=15.84, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593264465, subwayLine=YUS, stationId=ROS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.0186933333333332, timeString=01.02, trainDestination=MUS2, createDate=Sun Sep 17 10:29:05 EDT 2017, systemMessageType=Normal]
