NTASData [id=16593433723, subwayLine=YUS, stationId=KNG1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=0.26811111111111113, timeString=00.27, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433724, subwayLine=YUS, stationId=QUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.0937644444444445, timeString=01.09, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433725, subwayLine=YUS, stationId=DUN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=0.49953333333333333, timeString=00.50, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433726, subwayLine=YUS, stationId=DUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.8482977777777778, timeString=01.85, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433727, subwayLine=YUS, stationId=COL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.3663911111111111, timeString=01.37, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433728, subwayLine=YUS, stationId=COL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.7151555555555555, timeString=02.72, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433729, subwayLine=YUS, stationId=WEL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.284048888888889, timeString=02.28, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433730, subwayLine=YUS, stationId=WEL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=3.6328133333333334, timeString=03.63, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433731, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.238395555555556, timeString=03.24, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433732, subwayLine=YUS, stationId=BLO1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.58716, timeString=04.59, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593433733, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.566968888888889, timeString=04.57, trainDestination=FIN1, createDate=Sun Sep 17 10:41:49 EDT 2017, systemMessageType=Normal]
