NTASData [id=16593485902, subwayLine=BD, stationId=COX2, trainId=211, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485903, subwayLine=BD, stationId=COX2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=9.49260958513932, timeString=09.49, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485904, subwayLine=BD, stationId=COX2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=14.049509245820436, timeString=14.05, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485905, subwayLine=BD, stationId=GWD2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=0.9429232198142415, timeString=00.94, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485906, subwayLine=BD, stationId=GWD2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=10.435532804953564, timeString=10.44, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485907, subwayLine=BD, stationId=GWD2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=14.992432465634678, timeString=14.99, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485908, subwayLine=BD, stationId=DON2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=2.134404705882353, timeString=02.13, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485909, subwayLine=BD, stationId=DON2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.627014291021673, timeString=11.63, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485910, subwayLine=BD, stationId=DON2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=16.183913951702788, timeString=16.18, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485911, subwayLine=BD, stationId=PAP2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=3.064871702786378, timeString=03.06, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485912, subwayLine=BD, stationId=PAP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=12.557481287925699, timeString=12.56, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485913, subwayLine=BD, stationId=PAP2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=17.11438094860681, timeString=17.11, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485914, subwayLine=BD, stationId=CHE2, trainId=210, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485915, subwayLine=BD, stationId=CHE2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=4.092440619195047, timeString=04.09, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485916, subwayLine=BD, stationId=CHE2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=13.585050204334367, timeString=13.59, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485917, subwayLine=BD, stationId=BRD2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=1.0780562526315791, timeString=01.08, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485918, subwayLine=BD, stationId=BRD2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=5.170496871826626, timeString=05.17, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485919, subwayLine=BD, stationId=BRD2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=14.663106456965945, timeString=14.66, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485920, subwayLine=BD, stationId=CFK2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=2.441943187616099, timeString=02.44, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485921, subwayLine=BD, stationId=CFK2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=6.534383806811146, timeString=06.53, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485922, subwayLine=BD, stationId=CFK2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=16.026993391950466, timeString=16.03, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485923, subwayLine=BD, stationId=SHE2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=0.7077399380804954, timeString=00.71, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485924, subwayLine=BD, stationId=SHE2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=3.404683125696595, timeString=03.40, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485925, subwayLine=BD, stationId=SHE2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=7.497123744891642, timeString=07.50, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485926, subwayLine=BD, stationId=YNG2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=2.0651156656346754, timeString=02.07, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485927, subwayLine=BD, stationId=YNG2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=4.762058853250775, timeString=04.76, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485928, subwayLine=BD, stationId=YNG2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=8.854499472445822, timeString=08.85, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485929, subwayLine=BD, stationId=BAU2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=2.855591702786378, timeString=02.86, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593485930, subwayLine=BD, stationId=BAU2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=5.552534890402477, timeString=05.55, trainDestination=KIP2, createDate=Sun Sep 17 10:45:46 EDT 2017, systemMessageType=Normal]
