NTASData [id=16594074266, subwayLine=YUS, stationId=BLO2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=0.7732888888888889, timeString=00.77, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074267, subwayLine=YUS, stationId=BLO2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=6.286831111111113, timeString=06.29, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074268, subwayLine=YUS, stationId=BLO2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=9.809964444444445, timeString=09.81, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074269, subwayLine=YUS, stationId=WEL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=1.7276355555555556, timeString=01.73, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074270, subwayLine=YUS, stationId=WEL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=7.241177777777779, timeString=07.24, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074271, subwayLine=YUS, stationId=WEL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=10.76431111111111, timeString=10.76, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074272, subwayLine=YUS, stationId=COL2, trainId=107, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074273, subwayLine=YUS, stationId=COL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=2.6571466666666668, timeString=02.66, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074274, subwayLine=YUS, stationId=COL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=8.17068888888889, timeString=08.17, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074275, subwayLine=YUS, stationId=DUN2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074276, subwayLine=YUS, stationId=DUN2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=3.5240044444444445, timeString=03.52, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074277, subwayLine=YUS, stationId=DUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=9.037546666666668, timeString=09.04, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074278, subwayLine=YUS, stationId=QUN2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.623648888888889, timeString=01.62, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074279, subwayLine=YUS, stationId=QUN2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.280795555555556, timeString=04.28, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074280, subwayLine=YUS, stationId=QUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=9.794337777777779, timeString=09.79, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074281, subwayLine=YUS, stationId=KNG2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=2.4493022222222223, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074282, subwayLine=YUS, stationId=KNG2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.106448888888888, timeString=05.11, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074283, subwayLine=YUS, stationId=KNG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=10.619991111111112, timeString=10.62, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074284, subwayLine=YUS, stationId=UNI2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=3.256328888888889, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074285, subwayLine=YUS, stationId=UNI2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.913475555555555, timeString=05.91, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074286, subwayLine=YUS, stationId=UNI2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=11.427017777777777, timeString=11.43, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074287, subwayLine=YUS, stationId=STA2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=4.183017777777778, timeString=04.18, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074288, subwayLine=YUS, stationId=STA2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=6.840164444444445, timeString=06.84, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074289, subwayLine=YUS, stationId=STA2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=12.353706666666668, timeString=12.35, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074290, subwayLine=YUS, stationId=OSG2, trainId=5, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074291, subwayLine=YUS, stationId=OSG2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=4.878284444444445, timeString=04.88, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074292, subwayLine=YUS, stationId=OSG2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=7.535431111111112, timeString=07.54, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074293, subwayLine=YUS, stationId=STP2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=0.7539688888888889, timeString=00.75, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074294, subwayLine=YUS, stationId=STP2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=5.632253333333333, timeString=05.63, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594074295, subwayLine=YUS, stationId=STP2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=8.2894, timeString=08.29, trainDestination=SHW2, createDate=Sun Sep 17 11:29:31 EDT 2017, systemMessageType=Normal]
