NTASData [id=16594163955, subwayLine=BD, stationId=OSS1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=0.9947992569659444, timeString=00.99, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163956, subwayLine=BD, stationId=OSS1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=4.500806563467493, timeString=04.50, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163957, subwayLine=BD, stationId=OSS1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=9.00822211764706, timeString=09.01, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163958, subwayLine=BD, stationId=CHR1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=2.2282752, timeString=02.23, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163959, subwayLine=BD, stationId=CHR1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=5.734282506501549, timeString=05.73, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163960, subwayLine=BD, stationId=CHR1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=10.241698060681115, timeString=10.24, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163961, subwayLine=BD, stationId=BAT1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=3.211681144272446, timeString=03.21, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163962, subwayLine=BD, stationId=BAT1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=6.717688450773993, timeString=06.72, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163963, subwayLine=BD, stationId=BAT1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=11.225104004953563, timeString=11.23, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163964, subwayLine=BD, stationId=BSP1, trainId=208, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163965, subwayLine=BD, stationId=BSP1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=4.14582838885449, timeString=04.15, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163966, subwayLine=BD, stationId=BSP1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=7.651835695356036, timeString=07.65, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163967, subwayLine=BD, stationId=SGL1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=0.9106502786377709, timeString=00.91, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163968, subwayLine=BD, stationId=SGL1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=5.056478667492261, timeString=05.06, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163969, subwayLine=BD, stationId=SGL1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=8.562485973993807, timeString=08.56, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163970, subwayLine=BD, stationId=BAU1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=2.002340433436533, timeString=02.00, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163971, subwayLine=BD, stationId=BAU1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=6.148168822291021, timeString=06.15, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163972, subwayLine=BD, stationId=BAU1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=9.65417612879257, timeString=09.65, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163973, subwayLine=BD, stationId=YNG1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=2.802583281733747, timeString=02.80, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163974, subwayLine=BD, stationId=YNG1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=6.948411670588234, timeString=06.95, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163975, subwayLine=BD, stationId=YNG1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=10.454418977089784, timeString=10.45, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163976, subwayLine=BD, stationId=SHE1, trainId=207, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16594163977, subwayLine=BD, stationId=SHE1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=4.122024148606812, timeString=04.12, trainDestination=KEN1, createDate=Sun Sep 17 11:36:09 EDT 2017, systemMessageType=Normal]
