NTASData [id=16593706641, subwayLine=BD, stationId=BRD2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=0.2602614538699691, timeString=00.26, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706642, subwayLine=BD, stationId=BRD2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=5.170496871826626, timeString=05.17, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706643, subwayLine=BD, stationId=BRD2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=12.435663559133129, timeString=12.44, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706644, subwayLine=BD, stationId=CFK2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=1.624148388854489, timeString=01.62, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706645, subwayLine=BD, stationId=CFK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=6.534383806811146, timeString=06.53, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706646, subwayLine=BD, stationId=CFK2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=13.799550494117648, timeString=13.80, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706647, subwayLine=BD, stationId=SHE2, trainId=212, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706648, subwayLine=BD, stationId=SHE2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=2.586888326934985, timeString=02.59, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706649, subwayLine=BD, stationId=SHE2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=7.497123744891642, timeString=07.50, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706650, subwayLine=BD, stationId=YNG2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=1.3573757275541798, timeString=01.36, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593706651, subwayLine=BD, stationId=YNG2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=3.9442640544891647, timeString=03.94, trainDestination=KIP2, createDate=Sun Sep 17 11:02:50 EDT 2017, systemMessageType=Normal]
