NTASData [id=16593308569, subwayLine=BD, stationId=VPK2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=1.9845027863777094, timeString=01.98, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308570, subwayLine=BD, stationId=VPK2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=6.658279920743035, timeString=06.66, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308571, subwayLine=BD, stationId=MST2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=4.224005572755419, timeString=04.22, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308572, subwayLine=BD, stationId=MST2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=8.897782707120745, timeString=08.90, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308573, subwayLine=BD, stationId=WDB2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=5.957898947368422, timeString=05.96, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308574, subwayLine=BD, stationId=WDB2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=10.63167608173375, timeString=10.63, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308575, subwayLine=BD, stationId=COX2, trainId=208, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308576, subwayLine=BD, stationId=COX2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=7.265166687306502, timeString=07.27, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308577, subwayLine=BD, stationId=COX2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=11.93894382167183, timeString=11.94, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308578, subwayLine=BD, stationId=GWD2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=0.9429232198142415, timeString=00.94, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308579, subwayLine=BD, stationId=GWD2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=8.208089907120744, timeString=08.21, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308580, subwayLine=BD, stationId=GWD2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=12.881867041486071, timeString=12.88, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308581, subwayLine=BD, stationId=DON2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=2.134404705882353, timeString=02.13, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308582, subwayLine=BD, stationId=DON2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=9.399571393188856, timeString=09.40, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308583, subwayLine=BD, stationId=DON2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=14.073348527554183, timeString=14.07, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593308584, subwayLine=BD, stationId=PAP2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=3.064871702786378, timeString=03.06, trainDestination=KIP2, createDate=Sun Sep 17 10:32:23 EDT 2017, systemMessageType=Normal]
