NTASData [id=16593584096, subwayLine=YUS, stationId=STA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.6716888888888889, timeString=00.67, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584097, subwayLine=YUS, stationId=STA2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=5.569164444444445, timeString=05.57, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584098, subwayLine=YUS, stationId=STA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=13.09708, timeString=13.10, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584099, subwayLine=YUS, stationId=OSG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.3669555555555557, timeString=01.37, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584100, subwayLine=YUS, stationId=OSG2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=6.2644311111111115, timeString=06.26, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584101, subwayLine=YUS, stationId=OSG2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=13.792346666666665, timeString=13.79, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584102, subwayLine=YUS, stationId=STP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.1209244444444444, timeString=02.12, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584103, subwayLine=YUS, stationId=STP2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=7.0184, timeString=07.02, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584104, subwayLine=YUS, stationId=STP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=14.546315555555555, timeString=14.55, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584105, subwayLine=YUS, stationId=QPK2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.263231111111111, timeString=03.26, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584106, subwayLine=YUS, stationId=QPK2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=8.160706666666666, timeString=08.16, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584107, subwayLine=YUS, stationId=QPK2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=15.68862222222222, timeString=15.69, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584108, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584109, subwayLine=YUS, stationId=MUS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.5257644444444445, timeString=04.53, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584110, subwayLine=YUS, stationId=MUS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=9.42324, timeString=09.42, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584111, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584112, subwayLine=YUS, stationId=MUS1, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.5257644444444445, timeString=04.53, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584113, subwayLine=YUS, stationId=MUS1, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=9.42324, timeString=09.42, trainDestination=MUS2, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584114, subwayLine=YUS, stationId=QPK1, trainId=115, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584115, subwayLine=YUS, stationId=STP1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=1.1507733333333334, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584116, subwayLine=YUS, stationId=OSG1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=1.90192, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584117, subwayLine=YUS, stationId=STA1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=0.5788377777777778, timeString=00.58, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584118, subwayLine=YUS, stationId=STA1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.7357577777777777, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584119, subwayLine=YUS, stationId=UNI1, trainId=112, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584120, subwayLine=YUS, stationId=UNI1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=1.4857711111111112, timeString=01.49, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584121, subwayLine=YUS, stationId=UNI1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=3.6426911111111115, timeString=03.64, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584122, subwayLine=YUS, stationId=KNG1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=0.7948911111111111, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
NTASData [id=16593584123, subwayLine=YUS, stationId=KNG1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=2.2806622222222224, timeString=02.28, trainDestination=FIN1, createDate=Sun Sep 17 10:53:04 EDT 2017, systemMessageType=Normal]
