NTASData [id=16594564684, subwayLine=YUS, stationId=NYC1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=0.23424444444444445, timeString=00.23, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564685, subwayLine=YUS, stationId=NYC1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=12.854142222222222, timeString=12.85, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564686, subwayLine=YUS, stationId=NYC1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=13.210306666666668, timeString=13.21, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564687, subwayLine=YUS, stationId=FIN1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564688, subwayLine=YUS, stationId=FIN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=2.8412844444444443, timeString=02.84, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564689, subwayLine=YUS, stationId=FIN1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564690, subwayLine=YUS, stationId=FIN2, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=2.8412844444444443, timeString=02.84, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564691, subwayLine=YUS, stationId=FIN2, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564692, subwayLine=YUS, stationId=FIN2, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=15.817346666666667, timeString=15.82, trainDestination=FIN1, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564693, subwayLine=YUS, stationId=NYC2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.2925777777777776, timeString=01.29, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564694, subwayLine=YUS, stationId=SHP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.7532311111111114, timeString=02.75, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564695, subwayLine=YUS, stationId=YKM2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=6.333937777777778, timeString=06.33, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564696, subwayLine=YUS, stationId=LAW2, trainId=102, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564697, subwayLine=YUS, stationId=LAW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=9.846911111111112, timeString=09.85, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564698, subwayLine=YUS, stationId=EGL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.282875555555555, timeString=04.28, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564699, subwayLine=YUS, stationId=EGL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=14.129786666666666, timeString=14.13, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564700, subwayLine=YUS, stationId=DAV2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.892542222222222, timeString=05.89, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564701, subwayLine=YUS, stationId=DAV2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=15.739453333333334, timeString=15.74, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564702, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.931751111111111, timeString=07.93, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564703, subwayLine=YUS, stationId=STC2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=17.778662222222223, timeString=17.78, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564704, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=9.33596, timeString=09.34, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564705, subwayLine=YUS, stationId=SUM2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=19.18287111111111, timeString=19.18, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564706, subwayLine=YUS, stationId=ROS2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=0.7636933333333333, timeString=00.76, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564707, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=10.354653333333335, timeString=10.35, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564708, subwayLine=YUS, stationId=ROS2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=20.20156444444444, timeString=20.20, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564709, subwayLine=YUS, stationId=BLO2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=2.091702222222222, timeString=02.09, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564710, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=11.682662222222222, timeString=11.68, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564711, subwayLine=YUS, stationId=BLO2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=21.52957333333333, timeString=21.53, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564712, subwayLine=YUS, stationId=WEL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=3.0460488888888886, timeString=03.05, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564713, subwayLine=YUS, stationId=WEL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=12.63700888888889, timeString=12.64, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564714, subwayLine=YUS, stationId=WEL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=22.483919999999998, timeString=22.48, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564715, subwayLine=YUS, stationId=COL2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=0.4588933333333333, timeString=00.46, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564716, subwayLine=YUS, stationId=COL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=3.97556, timeString=03.98, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564717, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=13.56652, timeString=13.57, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564718, subwayLine=YUS, stationId=DUN2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=1.3257511111111113, timeString=01.33, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564719, subwayLine=YUS, stationId=DUN2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=4.8424177777777775, timeString=04.84, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564720, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=14.433377777777778, timeString=14.43, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564721, subwayLine=YUS, stationId=QUN2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=2.082542222222222, timeString=02.08, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564722, subwayLine=YUS, stationId=QUN2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=5.599208888888889, timeString=05.60, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564723, subwayLine=YUS, stationId=QUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=15.190168888888888, timeString=15.19, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564724, subwayLine=YUS, stationId=KNG2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=2.908195555555556, timeString=02.91, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564725, subwayLine=YUS, stationId=KNG2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=6.424862222222222, timeString=06.42, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16594564726, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=16.015822222222223, timeString=16.02, trainDestination=SHW2, createDate=Sun Sep 17 12:06:48 EDT 2017, systemMessageType=Normal]
