NTASData [id=16593043974, subwayLine=YUS, stationId=EGL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=1.3591822222222223, timeString=01.36, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043975, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043976, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=13.856128888888886, timeString=13.86, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043977, subwayLine=YUS, stationId=LAW1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=5.651088888888888, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043978, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=11.704675555555555, timeString=11.70, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043979, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=18.148035555555552, timeString=18.15, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043980, subwayLine=YUS, stationId=YKM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=9.165755555555556, timeString=09.17, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043981, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Delayed, trainDirection=North, timeInt=15.219342222222224, timeString=15.22, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043982, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=21.66270222222222, timeString=21.66, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043983, subwayLine=YUS, stationId=SHP1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=2.5862844444444444, timeString=02.59, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593043984, subwayLine=YUS, stationId=SHP1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=12.752106666666666, timeString=12.75, trainDestination=FIN1, createDate=Sun Sep 17 10:14:07 EDT 2017, systemMessageType=Normal]
