NTASData [id=16595096721, subwayLine=YUS, stationId=YKM2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.9915555555555557, timeString=02.99, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096722, subwayLine=YUS, stationId=LAW2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=6.504528888888889, timeString=06.50, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096723, subwayLine=YUS, stationId=EGL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=3.0649333333333333, timeString=03.06, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096724, subwayLine=YUS, stationId=EGL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=10.787404444444444, timeString=10.79, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096725, subwayLine=YUS, stationId=DAV2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.6746, timeString=04.67, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096726, subwayLine=YUS, stationId=DAV2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=12.397071111111112, timeString=12.40, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096727, subwayLine=YUS, stationId=STC2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.784208888888889, timeString=01.78, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096728, subwayLine=YUS, stationId=STC2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=6.713808888888889, timeString=06.71, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096729, subwayLine=YUS, stationId=STC2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=14.436279999999998, timeString=14.44, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096730, subwayLine=YUS, stationId=SUM2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=3.1884177777777776, timeString=03.19, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096731, subwayLine=YUS, stationId=SUM2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=8.118017777777778, timeString=08.12, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096732, subwayLine=YUS, stationId=SUM2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=15.840488888888888, timeString=15.84, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096733, subwayLine=YUS, stationId=ROS2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=0.7636933333333333, timeString=00.76, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096734, subwayLine=YUS, stationId=ROS2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=4.207111111111111, timeString=04.21, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096735, subwayLine=YUS, stationId=ROS2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=9.136711111111111, timeString=09.14, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096736, subwayLine=YUS, stationId=BLO2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=2.091702222222222, timeString=02.09, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096737, subwayLine=YUS, stationId=BLO2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=5.53512, timeString=05.54, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096738, subwayLine=YUS, stationId=BLO2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=10.46472, timeString=10.46, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096739, subwayLine=YUS, stationId=WEL2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=3.0460488888888886, timeString=03.05, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096740, subwayLine=YUS, stationId=WEL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=6.489466666666667, timeString=06.49, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096741, subwayLine=YUS, stationId=WEL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=11.419066666666666, timeString=11.42, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096742, subwayLine=YUS, stationId=COL2, trainId=119, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096743, subwayLine=YUS, stationId=COL2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=3.97556, timeString=03.98, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096744, subwayLine=YUS, stationId=COL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=7.418977777777778, timeString=07.42, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096745, subwayLine=YUS, stationId=DUN2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096746, subwayLine=YUS, stationId=DUN2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=4.8424177777777775, timeString=04.84, trainDestination=SHW2, createDate=Sun Sep 17 12:48:41 EDT 2017, systemMessageType=Normal]
