NTASData [id=16594519785, subwayLine=SHEP, stationId=LES2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.9167785234899328, timeString=01.92, trainDestination=YIE2, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519786, subwayLine=SHEP, stationId=BSS2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=3.512718120805369, timeString=03.51, trainDestination=YIE2, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519787, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=5.303959731543624, timeString=05.30, trainDestination=YIE2, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519788, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=2.7906040268456374, timeString=02.79, trainDestination=YIE2, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519789, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=9.444865771812081, timeString=09.44, trainDestination=YIE2, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519790, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=2.7906040268456374, timeString=02.79, trainDestination=YIE2, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519791, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=9.444865771812081, timeString=09.44, trainDestination=YIE2, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519792, subwayLine=SHEP, stationId=BYV1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=1.7778523489932885, timeString=01.78, trainDestination=DML1, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519793, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.5650671140939596, timeString=03.57, trainDestination=DML1, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519794, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=5.152953020134228, timeString=05.15, trainDestination=DML1, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519795, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=1.197986577181208, timeString=01.20, trainDestination=DML1, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519796, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519797, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=1.197986577181208, timeString=01.20, trainDestination=DML1, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594519798, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 12:03:18 EDT 2017, systemMessageType=Normal]
