NTASData [id=16593688727, subwayLine=BD, stationId=CHE1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=0.5708856817337462, timeString=00.57, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688728, subwayLine=BD, stationId=CHE1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=17.89192424024768, timeString=17.89, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688729, subwayLine=BD, stationId=CHE1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=22.3733644383901, timeString=22.37, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688730, subwayLine=BD, stationId=PAP1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=1.5399952792569658, timeString=01.54, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688731, subwayLine=BD, stationId=PAP1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=18.861033837770897, timeString=18.86, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688732, subwayLine=BD, stationId=PAP1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=23.34247403591332, timeString=23.34, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688733, subwayLine=BD, stationId=DON1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=2.478672059442725, timeString=02.48, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688734, subwayLine=BD, stationId=DON1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=19.79971061795666, timeString=19.80, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688735, subwayLine=BD, stationId=DON1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=24.281150816099075, timeString=24.28, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688736, subwayLine=BD, stationId=GWD1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=3.608438622910217, timeString=03.61, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688737, subwayLine=BD, stationId=GWD1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=20.92947718142415, timeString=20.93, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688738, subwayLine=BD, stationId=GWD1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=25.41091737956657, timeString=25.41, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688739, subwayLine=BD, stationId=COX1, trainId=220, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688740, subwayLine=BD, stationId=COX1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=4.562685681733747, timeString=04.56, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688741, subwayLine=BD, stationId=COX1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=21.883724240247677, timeString=21.88, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688742, subwayLine=BD, stationId=WDB1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=1.4353686687306504, timeString=01.44, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688743, subwayLine=BD, stationId=WDB1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=5.998054350464397, timeString=06.00, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688744, subwayLine=BD, stationId=WDB1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=23.319092908978327, timeString=23.32, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688745, subwayLine=BD, stationId=MST1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=3.160202972136223, timeString=03.16, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688746, subwayLine=BD, stationId=MST1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=7.722888653869969, timeString=07.72, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688747, subwayLine=BD, stationId=MST1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=25.043927212383903, timeString=25.04, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688748, subwayLine=BD, stationId=VPK1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=5.335726068111455, timeString=05.34, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688749, subwayLine=BD, stationId=VPK1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=9.898411749845202, timeString=09.90, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688750, subwayLine=BD, stationId=VPK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=27.219450308359136, timeString=27.22, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688751, subwayLine=BD, stationId=WAR1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=9.278051145510837, timeString=09.28, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688752, subwayLine=BD, stationId=WAR1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=13.840736827244582, timeString=13.84, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688753, subwayLine=BD, stationId=WAR1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=31.161775385758517, timeString=31.16, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688754, subwayLine=BD, stationId=KEN1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=3.067475115789474, timeString=03.07, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688755, subwayLine=BD, stationId=KEN1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=14.359458174613005, timeString=14.36, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688756, subwayLine=BD, stationId=KEN1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=18.92214385634675, timeString=18.92, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688757, subwayLine=BD, stationId=KEN2, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=3.067475115789474, timeString=03.07, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688758, subwayLine=BD, stationId=KEN2, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=14.359458174613005, timeString=14.36, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688759, subwayLine=BD, stationId=KEN2, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=18.92214385634675, timeString=18.92, trainDestination=KEN1, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593688760, subwayLine=BD, stationId=WAR2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=4.578228111455108, timeString=04.58, trainDestination=KIP2, createDate=Sun Sep 17 11:01:31 EDT 2017, systemMessageType=Normal]
