NTASData [id=16594107902, subwayLine=BD, stationId=KIP2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=0.5843100928792571, timeString=00.58, trainDestination=KIP2, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107903, subwayLine=BD, stationId=KIP2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=8.59681465263158, timeString=08.60, trainDestination=KIP2, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107904, subwayLine=BD, stationId=KIP2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=10.777037141795667, timeString=10.78, trainDestination=KIP2, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107905, subwayLine=BD, stationId=KIP1, trainId=212, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107906, subwayLine=BD, stationId=KIP1, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=0.5843100928792571, timeString=00.58, trainDestination=KIP2, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107907, subwayLine=BD, stationId=KIP1, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=8.59681465263158, timeString=08.60, trainDestination=KIP2, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107908, subwayLine=BD, stationId=ISL1, trainId=211, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107909, subwayLine=BD, stationId=RYK1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=2.0049068136222914, timeString=02.00, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107910, subwayLine=BD, stationId=OML1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=4.423892448297214, timeString=04.42, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107911, subwayLine=BD, stationId=JNE1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=0.23949919504643966, timeString=00.24, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107912, subwayLine=BD, stationId=JNE1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=6.019634986996905, timeString=06.02, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107913, subwayLine=BD, stationId=RUN1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=1.369435616099071, timeString=01.37, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107914, subwayLine=BD, stationId=RUN1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=7.149571408049535, timeString=07.15, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107915, subwayLine=BD, stationId=HPK1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=2.594322427244582, timeString=02.59, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107916, subwayLine=BD, stationId=HPK1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=8.374458219195047, timeString=08.37, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107917, subwayLine=BD, stationId=KEL1, trainId=209, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107918, subwayLine=BD, stationId=KEL1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=3.8364780928792572, timeString=03.84, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107919, subwayLine=BD, stationId=KEL1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=9.616613884829723, timeString=09.62, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107920, subwayLine=BD, stationId=DNW1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=0.9501421671826626, timeString=00.95, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107921, subwayLine=BD, stationId=DNW1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=4.78662026006192, timeString=04.79, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107922, subwayLine=BD, stationId=DNW1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=10.566756052012387, timeString=10.57, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107923, subwayLine=BD, stationId=LAN1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=2.371497585139319, timeString=02.37, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107924, subwayLine=BD, stationId=LAN1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=6.2079756780185775, timeString=06.21, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107925, subwayLine=BD, stationId=LAN1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=11.988111469969041, timeString=11.99, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107926, subwayLine=BD, stationId=DUF1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=3.2510073065015486, timeString=03.25, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107927, subwayLine=BD, stationId=DUF1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=7.087485399380807, timeString=07.09, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107928, subwayLine=BD, stationId=DUF1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=12.867621191331272, timeString=12.87, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16594107929, subwayLine=BD, stationId=OSS1, trainId=208, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:32:00 EDT 2017, systemMessageType=Normal]
