NTASData [id=16592932262, subwayLine=YUS, stationId=QPK2, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=0.25569333333333333, timeString=00.26, trainDestination=MUS2, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932263, subwayLine=YUS, stationId=QPK2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=5.15091111111111, timeString=05.15, trainDestination=MUS2, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932264, subwayLine=YUS, stationId=QPK2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=8.658417777777778, timeString=08.66, trainDestination=MUS2, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932265, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932266, subwayLine=YUS, stationId=MUS2, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=1.5182266666666666, timeString=01.52, trainDestination=MUS2, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932267, subwayLine=YUS, stationId=MUS2, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.0766033333333334, timeString=02.08, trainDestination=MUS1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932268, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932269, subwayLine=YUS, stationId=MUS1, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=1.5182266666666666, timeString=01.52, trainDestination=MUS2, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932270, subwayLine=YUS, stationId=MUS1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.0766033333333334, timeString=02.08, trainDestination=MUS1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932271, subwayLine=YUS, stationId=DUN1, trainId=101, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932272, subwayLine=YUS, stationId=COL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.8668577777777778, timeString=00.87, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932273, subwayLine=YUS, stationId=WEL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.7845155555555554, timeString=01.78, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932274, subwayLine=YUS, stationId=BLO1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=0.6993466666666667, timeString=00.70, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932275, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.7388622222222225, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932276, subwayLine=YUS, stationId=ROS1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=2.02792, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932277, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=4.067435555555556, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932278, subwayLine=YUS, stationId=SUM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=3.0573377777777777, timeString=03.06, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16592932279, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.096853333333334, timeString=05.10, trainDestination=FIN1, createDate=Sun Sep 17 10:06:35 EDT 2017, systemMessageType=Normal]
