NTASData [id=16594473191, subwayLine=YUS, stationId=SGU2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=0.9045222222222222, timeString=00.90, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473192, subwayLine=YUS, stationId=SGU2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=2.4220555555555556, timeString=02.42, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473193, subwayLine=YUS, stationId=SGU2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=4.318331111111111, timeString=04.32, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473194, subwayLine=YUS, stationId=SPA2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.0722288888888887, timeString=02.07, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473195, subwayLine=YUS, stationId=SPA2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=3.5897622222222223, timeString=03.59, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473196, subwayLine=YUS, stationId=SPA2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=5.486037777777778, timeString=05.49, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473197, subwayLine=YUS, stationId=DUP2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=3.0700377777777774, timeString=03.07, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473198, subwayLine=YUS, stationId=DUP2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=4.587571111111111, timeString=04.59, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473199, subwayLine=YUS, stationId=DUP2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=6.4838466666666665, timeString=06.48, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473200, subwayLine=YUS, stationId=SCW2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=2.0205185185185184, timeString=02.02, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16594473201, subwayLine=YUS, stationId=SCW2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=5.694575555555556, timeString=05.69, trainDestination=SHW2, createDate=Sun Sep 17 11:59:40 EDT 2017, systemMessageType=Normal]
