NTASData [id=16593223166, subwayLine=YUS, stationId=QUN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=0.4069644444444444, timeString=00.41, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223167, subwayLine=YUS, stationId=QUN1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=1.6205444444444443, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223168, subwayLine=YUS, stationId=QUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.8574622222222223, timeString=03.86, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223169, subwayLine=YUS, stationId=DUN1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223170, subwayLine=YUS, stationId=DUN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=1.1614977777777777, timeString=01.16, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223171, subwayLine=YUS, stationId=DUN1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=2.375077777777778, timeString=02.38, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223172, subwayLine=YUS, stationId=COL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=0.8668577777777778, timeString=00.87, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223173, subwayLine=YUS, stationId=COL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=2.0283555555555557, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223174, subwayLine=YUS, stationId=COL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=3.2419355555555556, timeString=03.24, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223175, subwayLine=YUS, stationId=WEL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.7845155555555554, timeString=01.78, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223176, subwayLine=YUS, stationId=WEL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=2.9460133333333336, timeString=02.95, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223177, subwayLine=YUS, stationId=WEL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=4.1595933333333335, timeString=04.16, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223178, subwayLine=YUS, stationId=BLO1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.7388622222222225, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16593223179, subwayLine=YUS, stationId=BLO1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=3.90036, timeString=03.90, trainDestination=FIN1, createDate=Sun Sep 17 10:26:18 EDT 2017, systemMessageType=Normal]
