NTASData [id=16593710134, subwayLine=SHEP, stationId=LES2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=1.0791946308724831, timeString=01.08, trainDestination=YIE2, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710135, subwayLine=SHEP, stationId=BSS2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=2.675134228187919, timeString=02.68, trainDestination=YIE2, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710136, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=4.466375838926174, timeString=04.47, trainDestination=YIE2, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710137, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.461744966442953, timeString=01.46, trainDestination=YIE2, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710138, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=8.60728187919463, timeString=08.61, trainDestination=YIE2, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710139, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.461744966442953, timeString=01.46, trainDestination=YIE2, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710140, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=8.60728187919463, timeString=08.61, trainDestination=YIE2, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710141, subwayLine=SHEP, stationId=BYV1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=3.43489932885906, timeString=03.43, trainDestination=DML1, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710142, subwayLine=SHEP, stationId=BSS1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=5.222114093959731, timeString=05.22, trainDestination=DML1, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710143, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=6.81, timeString=06.81, trainDestination=DML1, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710144, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=1.5483221476510067, timeString=01.55, trainDestination=DML1, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710145, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=10.314664429530202, timeString=10.31, trainDestination=DML1, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710146, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=1.5483221476510067, timeString=01.55, trainDestination=DML1, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16593710147, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=10.314664429530202, timeString=10.31, trainDestination=DML1, createDate=Sun Sep 17 11:03:05 EDT 2017, systemMessageType=Normal]
