NTASData [id=16593197896, subwayLine=BD, stationId=CHR2, trainId=203, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198007, subwayLine=BD, stationId=MST1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=6.182893374613004, timeString=06.18, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198008, subwayLine=BD, stationId=MST1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=10.548024891640868, timeString=10.55, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198009, subwayLine=BD, stationId=VPK1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=5.335726068111455, timeString=05.34, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198010, subwayLine=BD, stationId=VPK1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=8.358416470588235, timeString=08.36, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198011, subwayLine=BD, stationId=VPK1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=12.7235479876161, timeString=12.72, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198012, subwayLine=BD, stationId=WAR1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=3.297218823529412, timeString=03.30, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198013, subwayLine=BD, stationId=WAR1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=9.278051145510837, timeString=09.28, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198014, subwayLine=BD, stationId=WAR1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=12.300741547987617, timeString=12.30, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198015, subwayLine=BD, stationId=KEN1, trainId=210, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198016, subwayLine=BD, stationId=KEN1, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198017, subwayLine=BD, stationId=KEN1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=8.37862585263158, timeString=08.38, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198018, subwayLine=BD, stationId=KEN2, trainId=209, trainMessage=Delayed, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198019, subwayLine=BD, stationId=KEN2, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198020, subwayLine=BD, stationId=KEN2, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=8.37862585263158, timeString=08.38, trainDestination=KEN1, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198021, subwayLine=BD, stationId=WAR2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=0.5588314551083592, timeString=00.56, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198022, subwayLine=BD, stationId=VPK2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=4.506931690402477, timeString=04.51, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198023, subwayLine=BD, stationId=MST2, trainId=207, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198024, subwayLine=BD, stationId=MST2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=6.746434476780187, timeString=06.75, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198025, subwayLine=BD, stationId=WDB2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=1.7338933746130034, timeString=01.73, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198026, subwayLine=BD, stationId=WDB2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=8.48032785139319, timeString=08.48, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198027, subwayLine=BD, stationId=COX2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=3.041161114551084, timeString=03.04, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198028, subwayLine=BD, stationId=COX2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=9.78759559133127, timeString=09.79, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198029, subwayLine=BD, stationId=GWD2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=3.9840843343653254, timeString=03.98, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198030, subwayLine=BD, stationId=GWD2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=10.730518811145513, timeString=10.73, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198031, subwayLine=BD, stationId=DON2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=0.5282570897832818, timeString=00.53, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198032, subwayLine=BD, stationId=DON2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=5.175565820433437, timeString=05.18, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198033, subwayLine=BD, stationId=DON2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=11.922000297213623, timeString=11.92, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198034, subwayLine=BD, stationId=PAP2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=1.4587240866873064, timeString=01.46, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198035, subwayLine=BD, stationId=PAP2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=6.1060328173374625, timeString=06.11, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198036, subwayLine=BD, stationId=PAP2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=12.85246729411765, timeString=12.85, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198037, subwayLine=BD, stationId=CHE2, trainId=205, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198038, subwayLine=BD, stationId=CHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=2.486293003095976, timeString=02.49, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198039, subwayLine=BD, stationId=CHE2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=7.133601733746131, timeString=07.13, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198040, subwayLine=BD, stationId=BRD2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=1.0780562526315791, timeString=01.08, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198041, subwayLine=BD, stationId=BRD2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=3.564349255727555, timeString=03.56, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198042, subwayLine=BD, stationId=BRD2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=8.21165798637771, timeString=08.21, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198043, subwayLine=BD, stationId=CFK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=2.441943187616099, timeString=02.44, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198044, subwayLine=BD, stationId=CFK2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=4.9282361907120755, timeString=04.93, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198045, subwayLine=BD, stationId=CFK2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=9.575544921362232, timeString=09.58, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198046, subwayLine=BD, stationId=SHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=3.404683125696595, timeString=03.40, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198047, subwayLine=BD, stationId=SHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=5.8909761287925715, timeString=05.89, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198048, subwayLine=BD, stationId=SHE2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=10.538284859442726, timeString=10.54, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198049, subwayLine=BD, stationId=YNG2, trainId=204, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198050, subwayLine=BD, stationId=YNG2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=4.762058853250775, timeString=04.76, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198051, subwayLine=BD, stationId=YNG2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=7.2483518563467495, timeString=07.25, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198052, subwayLine=BD, stationId=BAU2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=0.7904760371517028, timeString=00.79, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198053, subwayLine=BD, stationId=BAU2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=5.552534890402477, timeString=05.55, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198054, subwayLine=BD, stationId=BAU2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=8.038827893498453, timeString=08.04, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198055, subwayLine=BD, stationId=SGL2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.918544024767802, timeString=01.92, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198056, subwayLine=BD, stationId=SGL2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.6806028780185756, timeString=06.68, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198057, subwayLine=BD, stationId=SGL2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=9.166895881114552, timeString=09.17, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198058, subwayLine=BD, stationId=BSP2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=2.724307244582044, timeString=02.72, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198059, subwayLine=BD, stationId=BSP2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=7.486366097832818, timeString=07.49, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198060, subwayLine=BD, stationId=BSP2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=9.972659100928793, timeString=09.97, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198061, subwayLine=BD, stationId=BAT2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=3.655340433436533, timeString=03.66, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198062, subwayLine=BD, stationId=BAT2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=8.417399286687306, timeString=08.42, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593198063, subwayLine=BD, stationId=BAT2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=10.903692289783281, timeString=10.90, trainDestination=KIP2, createDate=Sun Sep 17 10:24:28 EDT 2017, systemMessageType=Normal]
