NTASData [id=16594242301, subwayLine=YUS, stationId=QPK2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=0.8873066666666667, timeString=00.89, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242302, subwayLine=YUS, stationId=QPK2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=3.1268613333333333, timeString=03.13, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242303, subwayLine=YUS, stationId=QPK2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.15091111111111, timeString=05.15, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242304, subwayLine=YUS, stationId=MUS2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=0.42672, timeString=00.43, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242305, subwayLine=YUS, stationId=MUS2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=2.14984, timeString=02.15, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242306, subwayLine=YUS, stationId=MUS2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=4.389394666666666, timeString=04.39, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242307, subwayLine=YUS, stationId=SGU2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=0.3654777777777778, timeString=00.37, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242308, subwayLine=YUS, stationId=SGU2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=1.5862422222222223, timeString=01.59, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242309, subwayLine=YUS, stationId=SGU2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=3.309362222222222, timeString=03.31, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242310, subwayLine=YUS, stationId=SPA2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.5331844444444447, timeString=01.53, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594242311, subwayLine=YUS, stationId=SPA2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=2.753948888888889, timeString=02.75, trainDestination=SHW2, createDate=Sun Sep 17 11:41:59 EDT 2017, systemMessageType=Normal]
