NTASData [id=16593428868, subwayLine=BD, stationId=CHE2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=0.7725689164086689, timeString=00.77, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428869, subwayLine=BD, stationId=CHE2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=4.092440619195047, timeString=04.09, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428870, subwayLine=BD, stationId=CHE2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=9.688473436532508, timeString=09.69, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428871, subwayLine=BD, stationId=BRD2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=1.850625169040248, timeString=01.85, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428872, subwayLine=BD, stationId=BRD2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=5.170496871826626, timeString=05.17, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428873, subwayLine=BD, stationId=BRD2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=10.766529689164088, timeString=10.77, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428874, subwayLine=BD, stationId=CFK2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=3.2145121040247675, timeString=03.21, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428875, subwayLine=BD, stationId=CFK2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=6.534383806811146, timeString=06.53, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428876, subwayLine=BD, stationId=CFK2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=12.130416624148607, timeString=12.13, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428877, subwayLine=BD, stationId=SHE2, trainId=208, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428878, subwayLine=BD, stationId=SHE2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=4.1772520421052635, timeString=04.18, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428879, subwayLine=BD, stationId=SHE2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=7.497123744891642, timeString=07.50, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428880, subwayLine=BD, stationId=YNG2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=1.3573757275541798, timeString=01.36, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428881, subwayLine=BD, stationId=YNG2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=5.534627769659444, timeString=05.53, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428882, subwayLine=BD, stationId=YNG2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=8.854499472445822, timeString=08.85, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428883, subwayLine=BD, stationId=BAU2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=2.147851764705883, timeString=02.15, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428884, subwayLine=BD, stationId=BAU2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=6.325103806811146, timeString=06.33, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428885, subwayLine=BD, stationId=BAU2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=9.644975509597524, timeString=09.64, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428886, subwayLine=BD, stationId=SGL2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=3.275919752321982, timeString=03.28, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428887, subwayLine=BD, stationId=SGL2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=7.453171794427245, timeString=07.45, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428888, subwayLine=BD, stationId=SGL2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=10.773043497213623, timeString=10.77, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428889, subwayLine=BD, stationId=BSP2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=0.5507632198142415, timeString=00.55, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428890, subwayLine=BD, stationId=BSP2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=4.081682972136224, timeString=04.08, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428891, subwayLine=BD, stationId=BSP2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=8.258935014241487, timeString=08.26, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428892, subwayLine=BD, stationId=BAT2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=1.481796408668731, timeString=01.48, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428893, subwayLine=BD, stationId=BAT2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=5.012716160990713, timeString=05.01, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428894, subwayLine=BD, stationId=BAT2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=9.189968203095976, timeString=09.19, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428895, subwayLine=BD, stationId=CHR2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=2.45019826625387, timeString=02.45, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428896, subwayLine=BD, stationId=CHR2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=5.981118018575852, timeString=05.98, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428897, subwayLine=BD, stationId=CHR2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=10.158370060681115, timeString=10.16, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428898, subwayLine=BD, stationId=OSS2, trainId=206, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428899, subwayLine=BD, stationId=OSS2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=3.768840802476781, timeString=03.77, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428900, subwayLine=BD, stationId=OSS2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=7.2997605547987625, timeString=07.30, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428901, subwayLine=BD, stationId=DUF2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=1.296226996904025, timeString=01.30, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428902, subwayLine=BD, stationId=DUF2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=5.065067799380806, timeString=05.07, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428903, subwayLine=BD, stationId=DUF2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=8.595987551702786, timeString=08.60, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428904, subwayLine=BD, stationId=LAN2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=0.5707214860681116, timeString=00.57, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428905, subwayLine=BD, stationId=LAN2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=2.1219484829721367, timeString=02.12, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428906, subwayLine=BD, stationId=LAN2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=5.890789285448918, timeString=05.89, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428907, subwayLine=BD, stationId=DNW2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=1.9541420433436536, timeString=01.95, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428908, subwayLine=BD, stationId=DNW2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=3.5053690402476785, timeString=03.51, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428909, subwayLine=BD, stationId=DNW2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=7.27420984272446, timeString=07.27, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428910, subwayLine=BD, stationId=KEL2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=3.0899951702786383, timeString=03.09, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428911, subwayLine=BD, stationId=KEL2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=4.641222167182663, timeString=04.64, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428912, subwayLine=BD, stationId=KEL2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=8.410062969659444, timeString=08.41, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428913, subwayLine=BD, stationId=HPK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=4.285723095975233, timeString=04.29, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428914, subwayLine=BD, stationId=HPK2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=5.836950092879258, timeString=05.84, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428915, subwayLine=BD, stationId=HPK2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=9.605790895356039, timeString=09.61, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428916, subwayLine=BD, stationId=RUN2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=5.5060803715170294, timeString=05.51, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428917, subwayLine=BD, stationId=RUN2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=7.057307368421053, timeString=07.06, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428918, subwayLine=BD, stationId=RUN2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=10.826148170897834, timeString=10.83, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428919, subwayLine=BD, stationId=JNE2, trainId=204, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593428920, subwayLine=BD, stationId=JNE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.7209455851393205, timeString=06.72, trainDestination=KIP2, createDate=Sun Sep 17 10:41:27 EDT 2017, systemMessageType=Normal]
