NTASData [id=16594147919, subwayLine=BD, stationId=DUF2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=0.5922367801857586, timeString=00.59, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147920, subwayLine=BD, stationId=DUF2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=6.448135786996904, timeString=06.45, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147921, subwayLine=BD, stationId=DUF2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=8.696769718885449, timeString=08.70, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147922, subwayLine=BD, stationId=LAN2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=1.4179582662538701, timeString=01.42, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147923, subwayLine=BD, stationId=LAN2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=7.2738572730650155, timeString=07.27, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147924, subwayLine=BD, stationId=LAN2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=9.52249120495356, timeString=09.52, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147925, subwayLine=BD, stationId=DNW2, trainId=216, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147926, subwayLine=BD, stationId=DNW2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=2.8013788235294124, timeString=02.80, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147927, subwayLine=BD, stationId=DNW2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=8.657277830340558, timeString=08.66, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147928, subwayLine=BD, stationId=KEL2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=1.1358531269349847, timeString=01.14, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16594147929, subwayLine=BD, stationId=KEL2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=3.937231950464397, timeString=03.94, trainDestination=KIP2, createDate=Sun Sep 17 11:34:59 EDT 2017, systemMessageType=Normal]
